Rank,Team,Conf,Wins,Losses,AdjEM,AdjO,AdjO Rank,AdjD,AdjD Rank,AdjT,AdjT Rank,Luck,Luck Rank,OppAdjEM,OppAdjEM Rank,OppO,OppO Rank,OppD,OppD Rank,NCSOS AdjEM,NCSOS AdjEM Rank
194,Northern Iowa,MVC,10,17,-2.78,102.0,169,104.8,214,64.6,269,-.010,190,+1.60,128,103.3,137,101.7,126,+3.61,69
195,Massachusetts,A10,10,18,-3.25,96.5,259,99.8,120,64.9,258,-.011,191,+3.75,96,104.6,88,100.9,103,+0.55,142
196,Southwest Texas St.,Slnd,15,12,-3.28,101.4,182,104.7,209,67.4,148,-.035,261,-7.56,283,96.4,310,104.0,221,-1.10,181
197,Maine,AE,12,16,-3.32,99.5,209,102.9,175,68.3,108,-.099,312,-5.43,258,99.6,240,105.0,272,-2.02,205
198,Binghamton,AE,14,13,-3.57,96.7,258,100.3,129,66.1,203,+.007,145,-5.23,254,99.3,251,104.5,251,-2.15,207
199,Hartford,AE,15,13,-3.68,98.2,239,101.9,160,64.1,280,+.024,108,-6.37,271,98.3,273,104.6,257,-4.04,255
200,Wofford,SC,10,15,-3.75,104.2,128,108.0,270,68.4,105,+.016,122,-0.27,156,102.5,161,102.8,170,+12.94,6
201,Green Bay,Horz,9,19,-3.76,103.3,145,107.1,255,64.9,259,-.062,292,+1.65,127,104.2,107,102.5,159,+0.96,131
202,Canisius,MAAC,10,18,-3.77,99.3,218,103.0,182,68.6,97,-.116,321,-2.58,210,101.2,197,103.8,211,-0.42,161
203,Eastern Michigan,MAC,12,14,-3.86,104.0,132,107.8,267,72.8,8,+.057,47,-1.01,173,102.1,171,103.1,189,-7.61,302
204,Loyola Marymount,WCC,11,19,-4.09,98.4,233,102.5,173,69.8,59,-.021,219,+0.23,149,103.2,140,103.0,184,-1.78,196
205,Samford,ASun,12,15,-4.16,101.0,192,105.1,222,58.8,324,-.008,186,-2.42,207,102.1,170,104.5,252,+6.06,36
206,Duquesne,A10,9,21,-4.17,99.4,215,103.5,190,68.0,119,-.015,203,+2.99,110,103.5,127,100.5,96,-3.32,233
207,Portland,WCC,10,17,-4.25,98.7,229,103.0,179,68.2,113,+.011,137,+1.38,130,103.0,147,101.6,121,+0.81,135
208,Washington St.,P10,7,20,-4.29,101.5,177,105.8,233,68.7,89,-.012,196,+6.23,68,106.4,38,100.2,90,-4.27,260
209,Penn St.,B10,7,21,-4.58,98.6,231,103.2,185,67.6,133,-.004,171,+8.26,37,106.4,39,98.2,40,-1.64,193
210,Idaho,BW,12,15,-4.61,96.4,261,101.0,142,62.3,301,+.012,134,-2.90,216,100.3,225,103.2,195,-2.74,221
211,McNeese St.,Slnd,13,14,-4.78,100.4,203,105.2,226,67.9,122,+.014,126,-4.74,244,97.8,284,102.6,161,+15.53,2
212,Houston,CUSA,8,20,-4.84,93.2,289,98.0,87,63.2,292,+.021,115,+5.03,81,104.6,86,99.6,78,+2.44,95
213,Marist,MAAC,13,16,-5.31,101.4,183,106.7,247,68.6,95,+.052,51,-2.01,195,101.2,195,103.2,193,-0.60,169
214,Northeastern,AE,14,15,-5.33,98.9,225,104.2,200,70.1,53,-.004,174,-4.88,247,99.4,246,104.3,237,-1.47,189
215,Illinois St.,MVC,8,21,-5.44,99.4,214,104.9,217,65.2,247,-.050,281,+2.34,117,104.5,92,102.2,147,+3.46,73
216,Wright St.,Horz,9,18,-5.65,102.1,167,107.7,266,66.0,207,+.016,123,+1.17,136,104.2,109,103.0,183,-3.53,240
217,James Madison,CAA,12,17,-5.66,99.5,210,105.2,225,66.2,196,-.003,170,-2.59,211,99.5,242,102.1,140,-2.25,211
218,Harvard,Ivy,12,15,-5.69,98.3,236,104.0,194,71.9,19,-.006,179,-3.05,219,100.3,226,103.3,199,-1.06,180
219,Montana St.,BSky,9,16,-5.70,100.2,205,105.9,237,61.9,311,-.040,269,-2.06,199,100.1,230,102.2,148,-1.24,184
220,Bucknell,Pat,14,15,-5.75,91.1,301,96.8,66,63.3,289,-.005,176,-5.32,256,99.3,248,104.7,258,-3.51,239
221,Rider,MAAC,12,16,-5.79,99.2,221,104.9,220,63.2,295,-.013,200,-4.05,238,100.0,231,104.0,226,-5.43,284
222,Winthrop,BSth,18,10,-5.81,97.1,255,102.9,176,67.4,149,+.055,48,-11.23,313,96.3,312,107.5,316,-4.02,253
223,Lehigh,Pat,14,12,-5.94,98.3,237,104.2,201,65.2,246,+.030,91,-7.43,281,96.4,309,103.8,214,-7.08,299
224,Georgia St.,ASun,13,15,-6.14,101.5,178,107.6,265,66.7,180,-.033,258,-6.33,270,98.8,264,105.1,277,-3.36,234
225,Drake,MVC,8,20,-6.22,101.7,172,107.9,269,62.3,302,-.024,227,+1.66,126,103.1,142,101.5,117,+2.36,101
226,Santa Clara,WCC,12,15,-6.25,96.9,256,103.2,184,65.1,251,+.083,15,-0.77,164,102.4,164,103.2,192,-5.27,279
227,FIU,SB,7,21,-6.29,95.0,272,101.3,148,61.6,313,-.101,315,+0.88,141,103.0,145,102.1,145,-2.96,225
228,Birmingham Southern,BSth,17,9,-6.59,100.5,201,107.1,253,63.4,288,+.035,79,-12.10,316,94.7,321,106.8,304,-8.06,307
229,Quinnipiac,NEC,16,12,-6.72,99.1,222,105.8,236,71.0,33,+.044,66,-8.87,297,97.7,288,106.6,299,-2.19,209
230,Tennessee Martin,OVC,10,14,-6.88,100.5,202,107.3,260,69.5,66,+.042,71,-0.98,172,103.5,128,104.5,247,+5.77,44
231,Georgia Southern,SC,13,13,-6.97,102.2,164,109.2,291,71.6,22,+.081,20,-4.67,243,99.7,235,104.4,241,-4.80,268
232,North Texas,SB,5,21,-7.31,99.3,217,106.6,246,70.2,50,+.006,147,+5.18,78,105.3,68,100.1,88,+9.82,19
233,Furman,SC,11,17,-7.37,97.9,244,105.2,227,62.9,296,+.010,138,-3.18,221,101.3,190,104.5,250,-0.24,159
234,Cal St. Fullerton,BW,10,19,-7.48,101.4,181,108.9,284,59.9,320,-.008,184,-2.38,206,100.9,206,103.3,196,-2.61,217
235,Colgate,Pat,12,14,-7.72,97.4,251,105.2,223,66.2,198,+.003,156,-7.11,278,97.9,283,105.0,273,-6.33,291
236,Mississippi Valley St.,SWAC,13,13,-7.83,104.2,130,112.0,312,67.6,139,-.041,271,-10.52,311,95.0,318,105.5,282,+2.99,86
237,Saint Peter's,MAAC,10,19,-8.03,100.3,204,108.3,277,71.2,30,-.031,251,-3.58,226,100.4,223,103.9,220,-3.65,243
238,Central Connecticut,NEC,15,13,-8.04,101.1,189,109.2,290,61.6,312,+.024,102,-9.67,308,97.3,292,107.0,308,-4.92,270
239,St. Francis NY,NEC,14,16,-8.10,100.5,200,108.6,280,70.7,37,-.027,234,-8.75,295,97.5,291,106.2,291,-2.68,220
240,Cleveland St.,Horz,8,22,-8.12,97.7,248,105.8,235,66.1,200,-.011,192,+2.17,119,104.9,77,102.7,169,-0.56,166
241,Hampton,MEAC,19,11,-8.14,94.8,275,102.9,177,69.9,58,+.037,74,-13.88,323,94.8,320,108.7,326,-1.79,198
242,Monmouth,NEC,15,13,-8.15,91.9,298,100.1,127,66.8,174,+.070,31,-7.89,289,99.4,247,107.3,312,+1.35,123
243,Lamar,Slnd,12,14,-8.57,92.7,292,101.3,147,66.1,199,-.005,175,-7.64,286,97.2,295,104.8,266,-3.27,232
244,South Carolina St.,MEAC,20,11,-8.59,96.4,260,105.0,221,71.7,21,+.115,6,-12.27,318,95.2,317,107.5,315,-0.55,165
245,Centenary,ind,10,14,-8.60,103.1,151,111.7,306,68.9,84,+.031,90,-3.93,236,99.0,258,102.9,179,+2.11,105
246,Sacramento St.,BSky,11,17,-8.89,94.1,280,103.0,181,69.2,76,+.070,29,-1.43,180,101.8,181,103.2,194,-2.19,210
247,Lafayette,Pat,11,16,-8.98,101.3,185,110.3,294,66.4,189,-.004,172,-5.12,250,98.0,280,103.1,191,-2.66,219
248,UNC Greensboro,SC,6,22,-9.03,97.7,247,106.8,249,67.5,142,-.118,323,-3.04,218,100.9,207,103.9,218,+2.20,103
249,Prairie View A&M,SWAC,17,12,-9.08,97.4,250,106.5,244,67.3,152,+.127,4,-9.21,301,95.8,314,105.0,271,+8.58,23
250,Charleston Southern,BSth,12,14,-9.10,94.2,278,103.3,186,65.0,255,-.020,216,-9.57,306,97.2,293,106.8,303,+1.11,128
251,Southeast Missouri St.,OVC,9,19,-9.22,102.1,168,111.3,304,65.3,244,-.012,193,-1.76,186,103.0,144,104.8,264,+1.51,119
252,Texas A&M Corpus Chris,ind,11,15,-9.28,99.0,223,108.3,276,72.8,9,+.021,117,-4.88,246,98.9,262,103.7,210,+0.16,153
253,Youngstown St.,Horz,7,20,-9.31,93.1,290,102.4,170,65.8,216,+.024,106,+0.86,142,104.4,102,103.5,206,-5.06,273
254,Louisiana Monroe,Slnd,11,16,-9.61,94.4,276,104.0,196,72.7,10,+.013,132,-5.57,259,98.8,266,104.3,238,+4.09,63
255,Hofstra,CAA,8,21,-9.69,95.0,273,104.7,211,68.3,107,-.031,249,-1.97,191,100.1,229,102.1,142,-3.23,229
256,St. Francis PA,NEC,14,14,-9.84,94.3,277,104.1,198,69.3,70,+.049,62,-9.67,307,96.9,299,106.6,300,-3.70,245
257,Alabama St.,SWAC,14,15,-9.95,90.9,303,100.9,141,64.2,275,-.025,229,-10.38,310,96.2,313,106.5,298,+1.53,118
258,Fordham,A10,2,26,-10.22,97.2,253,107.4,262,69.7,64,-.101,316,+4.69,87,104.3,103,99.6,80,+1.79,113
259,Buffalo,MAC,5,23,-10.33,95.4,271,105.8,232,66.8,175,-.127,326,-0.38,157,103.5,126,103.9,216,-3.82,250
260,Texas Southern,SWAC,18,13,-10.45,98.3,238,108.7,281,68.4,104,+.037,75,-12.97,321,94.4,322,107.4,314,-8.09,308
261,Coastal Carolina,BSth,11,15,-10.47,98.4,235,108.8,283,65.3,241,-.019,214,-9.24,303,96.7,303,106.0,290,+0.46,144
262,Southeastern Louisiana,Slnd,9,16,-10.54,95.7,266,106.2,242,65.9,210,+.024,103,-4.77,245,98.1,277,102.8,174,+13.01,5
263,Jacksonville,ASun,12,16,-10.57,93.4,286,104.0,193,66.3,194,+.031,89,-5.85,264,98.8,263,104.7,259,-5.86,289
264,Delaware St.,MEAC,15,12,-10.69,98.1,242,108.7,282,59.2,322,+.068,33,-11.54,314,96.6,307,108.1,322,+8.90,21
265,Southern Utah,MCon,9,17,-10.77,101.2,188,111.9,311,64.2,278,+.005,149,-3.86,235,101.1,199,104.9,268,-0.77,172
266,Indiana St.,MVC,7,24,-10.79,90.9,304,101.7,155,62.1,305,-.028,238,+2.49,115,105.0,75,102.5,154,+2.10,106
267,Jackson St.,SWAC,10,18,-10.84,94.0,281,104.9,216,71.9,18,-.034,260,-7.69,288,96.8,302,104.4,244,+8.36,24
268,UC Riverside,BW,5,18,-10.94,98.8,227,109.8,292,67.5,146,+.023,109,+0.75,143,102.0,175,101.3,111,+10.55,16
269,Eastern Kentucky,OVC,7,17,-10.97,99.5,213,110.4,297,71.3,26,-.033,259,-3.62,228,102.0,177,105.6,285,-4.87,269
270,Florida A&M,MEAC,17,12,-10.99,98.1,240,109.1,288,67.5,145,+.081,18,-13.95,324,94.3,323,108.3,324,-0.90,175
271,Stony Brook,AE,11,15,-11.06,95.5,269,106.6,245,65.2,248,+.044,67,-6.94,275,97.6,289,104.6,254,-8.11,309
272,IPFW,ind,9,20,-11.14,95.8,264,106.9,252,68.6,94,+.057,46,-1.20,177,102.9,149,104.1,230,+0.83,134
273,William & Mary,CAA,12,16,-11.16,100.7,195,111.9,310,62.0,309,+.060,44,-5.86,265,97.2,294,103.1,186,-13.67,326
274,UMKC,MCon,9,20,-11.32,101.8,170,113.1,316,64.7,267,+.005,153,-2.90,215,100.9,205,103.8,212,+0.59,140
275,Portland St.,BSky,4,21,-11.46,87.2,319,98.7,98,65.5,238,-.047,277,+0.50,145,102.4,163,101.9,131,+3.46,74
276,Howard,MEAC,13,17,-11.57,97.6,249,109.2,289,69.8,61,-.080,305,-12.24,317,95.4,315,107.6,317,+2.38,99
277,Gardner Webb,ASun,4,24,-11.64,90.7,305,102.3,169,70.8,36,-.065,295,-2.04,197,102.4,166,104.4,242,+4.36,59
278,Alcorn St.,SWAC,14,19,-11.79,92.5,294,104.3,202,70.5,43,+.026,95,-8.22,292,96.7,305,104.9,269,+3.48,72
279,Fairleigh Dickinson,NEC,15,14,-11.82,97.2,254,109.0,286,68.0,120,+.065,36,-11.17,312,96.7,304,107.9,320,-12.15,322
280,San Jose St.,WAC,5,21,-11.83,96.1,262,107.9,268,65.2,245,+.013,130,+0.23,148,101.7,183,101.4,115,-1.11,182
281,Western Carolina,SC,6,18,-11.94,98.8,228,110.7,300,67.3,151,-.022,221,-3.18,220,100.8,210,104.0,222,+1.45,120
282,UTSA,Slnd,9,17,-12.02,93.8,284,105.8,234,69.7,63,+.032,86,-4.17,239,98.6,269,102.8,171,+11.43,12
283,UNC Asheville,BSth,14,17,-12.35,101.2,187,113.5,319,68.0,118,+.119,5,-6.45,272,98.3,272,104.7,263,+11.61,11
284,Dartmouth,Ivy,8,19,-12.45,95.6,267,108.1,271,60.5,316,-.058,288,-5.25,255,99.0,255,104.3,236,-6.57,296
285,Robert Morris,NEC,9,17,-12.74,103.6,138,116.3,323,65.0,254,-.044,273,-9.44,304,97.0,297,106.5,297,-3.74,247
286,LIU Brooklyn,NEC,9,19,-12.85,97.8,245,110.7,298,73.2,6,-.040,268,-7.08,277,98.5,271,105.6,284,+0.61,139
287,Coppin St.,MEAC,11,17,-13.18,94.2,279,107.4,261,59.5,321,+.002,161,-8.16,291,97.5,290,105.7,289,+13.70,3
288,Florida Atlantic,ASun,6,21,-13.37,92.1,297,105.4,228,72.1,15,-.032,252,-2.67,212,101.3,188,104.0,225,+1.75,116
289,VMI,SC,8,19,-14.10,91.5,299,105.6,229,65.6,231,+.028,93,-3.60,227,100.4,222,104.0,223,-3.06,227
290,Navy,Pat,7,19,-14.11,90.5,307,104.7,208,65.6,232,-.030,244,-5.04,249,99.1,254,104.1,233,-4.02,254
291,The Citadel,SC,4,20,-14.22,89.8,311,104.0,195,66.1,201,-.079,303,-3.52,225,101.0,202,104.5,249,-3.26,231
292,Elon,BSth,10,15,-14.35,93.0,291,107.3,259,63.2,294,+.061,41,-8.04,290,98.9,260,106.9,307,+7.16,30
293,Cornell,Ivy,8,18,-15.11,92.5,293,107.6,264,64.9,261,+.042,72,-3.78,233,99.7,238,103.4,204,-4.00,252
294,Norfolk St.,MEAC,14,15,-15.22,88.1,316,103.4,187,65.7,218,+.022,114,-15.27,327,94.0,324,109.3,327,-5.64,287
295,Long Beach St.,BW,4,22,-15.41,96.9,257,112.3,313,65.6,227,-.021,218,-0.49,159,102.3,167,102.8,173,+2.57,92
296,UTEP,WAC,5,24,-15.62,93.4,287,109.0,285,66.3,195,-.032,254,-0.68,163,101.3,189,102.0,135,-8.65,313
297,Liberty,BSth,14,15,-15.63,89.0,314,104.6,206,68.5,99,+.107,8,-11.73,315,96.4,311,108.1,323,-7.94,305
298,Grambling St.,SWAC,10,18,-16.05,95.7,265,111.8,308,71.9,17,+.040,73,-7.58,285,97.0,298,104.6,255,+10.37,18
299,Mount St. Mary's,NEC,11,16,-16.16,90.5,306,106.7,248,64.2,276,+.103,10,-8.97,298,98.2,274,107.2,311,-1.93,203
300,Lipscomb,ind,6,19,-16.28,98.8,226,115.1,321,69.9,57,-.116,322,-9.16,300,98.1,275,107.3,313,-5.21,276
301,Stetson,ASun,6,20,-16.30,95.5,270,111.8,307,71.9,16,-.013,197,-5.36,257,99.7,236,105.1,276,-5.43,285
302,Texas Pan American,ind,6,20,-16.39,89.5,312,105.9,239,64.8,265,-.029,240,-6.04,267,99.0,256,105.1,274,-0.72,171
303,Sacred Heart,NEC,7,21,-16.77,93.9,283,110.7,299,69.9,55,-.003,168,-7.57,284,98.1,276,105.7,287,-1.83,199
304,UMBC,NEC,7,20,-16.78,90.0,309,106.8,250,64.9,260,-.057,286,-8.78,296,98.0,278,106.8,305,-1.84,200
305,Northwestern St.,Slnd,6,21,-16.93,85.2,322,102.1,166,70.6,42,+.001,164,-6.04,266,98.9,259,105.0,270,+0.44,145
306,Western Illinois,MCon,5,21,-17.26,93.5,285,110.7,301,67.0,167,+.050,56,-2.08,200,102.6,157,104.7,261,+2.05,109
307,High Point,BSth,7,20,-17.75,95.6,268,113.4,318,68.2,111,-.030,245,-9.47,305,96.9,300,106.4,296,-4.59,265
308,Chicago St.,MCon,3,27,-18.22,93.2,288,111.4,305,65.7,220,-.037,265,-2.20,202,102.0,176,104.2,235,+0.27,149
309,Alabama A&M,SWAC,7,18,-18.25,90.0,310,108.2,275,72.3,13,-.087,308,-13.35,322,92.9,327,106.3,293,-8.38,312
310,New Hampshire,AE,5,23,-18.50,94.0,282,112.5,314,70.4,45,-.037,263,-5.14,252,98.7,268,103.8,213,-4.24,258
311,Albany,AE,7,21,-18.51,94.8,274,113.3,317,65.9,209,+.050,59,-6.11,268,98.6,270,104.7,260,-7.64,303
312,Southern,SWAC,7,19,-18.97,90.1,308,109.0,287,69.0,81,-.108,319,-14.06,325,93.8,326,107.8,318,-16.21,327
313,Radford,BSth,10,20,-19.59,88.6,315,108.2,274,68.5,98,+.067,34,-8.55,294,97.8,285,106.3,295,-1.71,195
314,Bethune Cookman,MEAC,8,22,-22.40,89.4,313,111.8,309,67.1,163,-.018,211,-12.93,320,94.9,319,107.9,319,-0.97,178
315,Loyola MD,MAAC,4,24,-22.70,87.7,317,110.4,295,63.9,283,+.001,163,-4.92,248,99.9,233,104.8,267,-13.59,325
316,Columbia,Ivy,2,25,-22.93,82.7,325,105.7,230,60.0,318,-.032,256,-4.01,237,99.5,244,103.5,205,-5.28,281
317,Towson,CAA,4,24,-23.81,84.6,323,108.4,278,66.4,190,-.015,206,-3.46,223,99.6,241,103.0,185,-10.40,316
318,Campbell,ASun,4,22,-24.53,92.2,295,116.7,324,66.4,187,-.012,195,-7.22,279,99.5,243,106.7,302,-9.87,315
319,Maryland Eastern Shore,MEAC,5,23,-24.66,91.4,300,116.1,322,64.0,282,-.055,285,-12.78,319,95.2,316,108.0,321,-5.18,275
320,Morgan St.,MEAC,7,22,-25.36,92.1,296,117.4,325,68.7,88,-.018,212,-14.73,326,93.9,325,108.7,325,-10.98,318
321,Nicholls St.,Slnd,1,25,-25.55,87.5,318,113.0,315,62.1,307,-.082,307,-3.85,234,98.8,265,102.6,163,+11.15,13
322,Arkansas Pine Bluff,SWAC,4,24,-25.62,77.2,327,102.9,174,67.7,128,+.014,128,-4.44,242,99.4,245,103.9,215,+16.45,1
323,Army,Pat,3,22,-25.67,85.6,321,111.3,303,62.2,303,+.026,97,-6.28,269,97.8,286,104.1,229,-9.59,314
324,Savannah St.,ind,3,23,-26.95,78.2,326,105.2,224,73.2,7,-.003,167,-7.01,276,99.3,253,106.3,292,-2.94,224
325,Morris Brown,ind,4,20,-27.55,86.9,320,114.4,320,65.4,240,+.003,158,-9.23,302,97.8,287,107.0,309,-7.52,301
326,Tennessee St.,OVC,1,24,-27.80,91.0,302,118.8,326,75.7,2,-.008,183,-2.94,217,102.4,165,105.3,281,-3.95,251
327,North Carolina A&T,MEAC,1,25,-35.37,84.1,324,119.4,327,68.7,92,-.013,198,-9.84,309,96.8,301,106.6,301,+11.86,10
