School,G,SRS,SOS,Tm.,Opp.,MP,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Arkansas-Pine Bluff,30,-12.13,-8.20,1880,1998,1206,676,1672,.404,216,681,.317,430,630,.683,375,1138,442,217,97,487,514,683,1707,.400,159,526,.302,355,563,.631,351,944,382,297,99,433,533
Arkansas State,31,0.77,-4.36,2127,1944,1275,687,1666,.412,171,522,.328,399,587,.680,328,1091,326,194,92,494,619,705,1737,.406,197,633,.311,520,762,.682,392,1037,324,256,95,408,543
Arkansas,32,9.82,4.97,2358,2203,1290,747,1726,.433,203,566,.359,506,766,.661,370,1201,385,168,125,561,587,852,1960,.435,192,639,.300,462,687,.672,386,1018,475,295,159,372,649
Army,31,-1.48,-4.52,2245,2112,1253,730,1749,.417,216,615,.351,436,641,.680,332,1040,398,211,107,400,580,767,1723,.445,250,675,.370,461,628,.734,328,1015,442,160,99,437,601
Auburn,32,0.21,4.18,2074,2201,1305,738,1717,.430,230,666,.345,495,738,.671,327,1126,431,211,117,430,588,726,1777,.409,183,589,.311,439,627,.700,329,979,396,222,124,427,657
Austin Peay,31,-12.35,-4.31,2218,2371,1265,880,1928,.456,216,624,.346,395,549,.719,386,1120,493,269,94,404,597,783,1714,.457,226,590,.383,426,633,.673,315,962,455,194,159,502,490
Ball State,30,-6.70,-3.15,1957,2041,1200,716,1604,.446,197,565,.349,412,581,.709,292,951,421,222,87,388,607,656,1542,.425,177,542,.327,468,718,.652,369,990,355,193,71,455,516
Baylor,37,15.07,7.13,2811,2456,1489,884,2176,.406,201,644,.312,487,706,.690,448,1297,469,234,120,482,690,1002,2178,.460,257,728,.353,550,796,.691,443,1280,586,243,166,440,632
Belmont,33,10.37,-0.96,2533,2129,1325,725,1748,.415,218,650,.335,461,651,.708,384,1100,396,213,132,572,591,906,1844,.491,279,729,.383,442,604,.732,306,966,516,322,88,440,604
Bethune-Cookman,34,-9.54,-6.44,2283,2318,1370,788,1736,.454,182,527,.345,560,824,.680,347,1226,450,202,123,521,657,815,1957,.416,190,620,.306,463,742,.624,425,1068,439,246,125,420,698
Binghamton,30,-18.52,-3.70,1676,2081,1200,746,1709,.437,248,694,.357,341,539,.633,328,1132,454,235,63,342,498,588,1580,.372,156,546,.286,344,533,.645,303,943,247,173,74,461,507
Boise State,32,9.44,5.27,2343,2095,1285,709,1623,.437,211,624,.338,466,660,.706,240,944,401,185,93,430,557,824,1790,.460,249,637,.391,446,597,.747,323,988,423,212,54,385,599
Boston College,33,6.09,7.03,2215,2246,1325,826,1833,.451,222,592,.375,372,533,.698,331,1072,402,188,93,379,610,750,1701,.441,234,662,.353,481,676,.712,289,951,404,184,86,376,519
Boston University,30,-0.60,-3.93,2035,1935,1210,689,1627,.423,165,530,.311,392,540,.726,322,1048,345,177,93,425,449,739,1647,.449,240,648,.370,317,436,.727,254,862,408,223,53,374,504
Bowling Green State,32,-3.32,-1.75,2010,2033,1300,729,1711,.426,182,533,.341,393,573,.686,334,1107,390,236,95,421,485,753,1795,.419,158,516,.306,346,484,.715,349,1000,385,236,136,410,515
Bradley,35,1.25,1.97,2371,2396,1410,831,1872,.444,246,695,.354,488,661,.738,363,1216,475,204,117,507,581,876,2006,.437,185,580,.319,434,600,.723,373,1048,439,318,84,415,615
Brigham Young,36,10.66,3.75,2777,2502,1440,872,2072,.421,242,730,.332,516,764,.675,366,1256,505,224,125,493,671,999,2188,.457,213,630,.338,566,777,.728,433,1278,575,291,89,432,678
Brown,28,-6.33,-3.03,1748,1800,1145,636,1503,.423,194,518,.375,334,496,.673,255,930,349,211,81,338,456,610,1490,.409,205,594,.345,323,512,.631,306,928,349,185,103,396,471
Bryant,31,-2.08,-4.72,2294,2212,1245,797,1777,.449,246,698,.352,372,537,.693,319,1006,442,210,121,368,567,812,1693,.480,217,610,.356,453,627,.722,303,942,470,158,35,400,512
Bucknell,34,6.95,-1.96,2277,1966,1360,703,1864,.377,177,576,.307,383,543,.705,300,1042,344,153,79,307,593,818,1807,.453,157,438,.358,484,652,.742,308,1142,455,118,139,321,498
Buffalo,34,-1.94,-0.35,2275,2287,1370,796,1896,.420,199,595,.334,496,692,.717,385,1081,416,252,109,388,614,794,1767,.449,215,620,.347,472,671,.703,389,1106,510,188,156,525,632
Butler,36,10.99,6.08,2495,2299,1445,807,1938,.416,201,601,.334,484,688,.703,322,1057,397,235,113,406,657,869,1931,.450,239,688,.347,518,744,.696,419,1213,465,206,94,474,644
Cal Poly,32,-0.46,-0.62,2074,2020,1290,715,1552,.461,192,535,.359,398,571,.697,261,979,421,126,113,381,528,719,1696,.424,227,606,.375,409,564,.725,336,912,441,184,55,302,549
Cal State Bakersfield,30,-6.44,-2.17,2041,2070,1220,688,1525,.451,178,527,.338,516,743,.694,278,1017,385,185,103,462,518,710,1697,.418,199,591,.337,422,603,.700,342,908,380,221,56,424,610
Cal State Fullerton,32,-2.97,-3.03,2451,2381,1280,866,1816,.477,204,581,.351,445,644,.691,390,1156,505,182,96,513,577,855,1819,.470,266,704,.378,475,627,.758,268,859,472,248,52,401,595
Cal State Northridge,31,-3.89,-1.93,2333,2309,1240,809,1727,.468,230,622,.370,461,662,.696,316,1053,457,210,119,490,577,818,1876,.436,163,485,.336,534,729,.733,426,1053,474,262,91,423,605
UC-Davis,31,-3.50,-2.57,2210,2239,1245,793,1842,.431,242,658,.368,411,571,.720,344,1047,462,237,97,328,523,781,1651,.473,257,635,.405,391,544,.719,252,950,458,144,87,434,533
UC-Irvine,37,0.17,-0.66,2558,2418,1495,831,2146,.387,203,637,.319,553,797,.694,433,1359,436,229,107,407,659,932,2151,.433,249,746,.334,445,669,.665,417,1303,580,181,159,461,651
UC-Riverside,31,-11.49,-1.71,1829,2062,1245,716,1671,.428,242,662,.366,388,534,.727,283,997,421,202,103,366,491,688,1650,.417,146,505,.289,307,527,.583,347,983,382,193,91,453,494
UC-Santa Barbara,31,-4.22,0.40,2003,2090,1255,710,1686,.421,225,611,.368,445,627,.710,338,1056,418,208,80,365,501,703,1676,.419,247,714,.346,350,506,.692,341,995,457,165,137,446,556
University of California,33,10.65,7.77,2218,2123,1325,753,1915,.393,189,562,.336,428,622,.688,384,1133,385,196,103,370,555,833,1875,.444,134,443,.302,418,585,.715,361,1134,468,192,154,417,549
Campbell,33,-10.25,-5.55,2284,2395,1350,852,1882,.453,202,609,.332,489,711,.688,408,1186,483,238,109,469,578,855,1921,.445,135,440,.307,439,619,.709,381,1008,461,250,110,456,619
Canisius,34,2.37,-0.99,2499,2385,1370,853,1928,.442,236,703,.336,443,624,.710,388,1136,508,226,114,454,619,857,1923,.446,313,811,.386,472,659,.716,400,1073,432,198,111,450,578
Central Arkansas,30,-10.87,-6.12,2294,2359,1230,845,1857,.455,183,505,.362,486,749,.649,420,1235,475,222,118,447,516,856,1967,.435,214,608,.352,368,582,.632,416,1047,423,236,120,432,626
Central Connecticut State,30,-8.24,-4.04,2186,2312,1220,849,1877,.452,242,661,.366,372,550,.676,396,1221,474,174,91,408,518,785,1832,.428,212,602,.352,404,552,.732,311,906,378,225,130,378,484
Central Florida,31,3.44,0.96,2194,2079,1250,785,1840,.427,190,605,.314,319,467,.683,369,1061,442,238,93,394,571,768,1695,.453,220,616,.357,438,680,.644,373,1011,431,233,141,427,436
Central Michigan,31,-6.14,-1.21,2092,2226,1250,806,1688,.477,226,601,.376,388,572,.678,326,1074,466,186,118,410,554,680,1664,.409,250,754,.332,482,659,.731,330,868,404,208,65,402,514
Charleston Southern,32,-2.07,-5.62,2361,2144,1290,767,1842,.416,229,673,.340,381,536,.711,334,1127,384,191,123,439,525,818,1937,.422,297,826,.360,428,605,.707,427,1121,395,235,87,394,507
Charlotte,33,2.69,2.75,2229,2231,1330,751,1835,.409,221,664,.333,508,721,.705,371,1104,383,248,130,458,673,793,1804,.440,114,425,.268,529,809,.654,422,1131,387,246,103,505,651
Chattanooga,32,-10.47,-4.97,2218,2318,1290,810,1801,.450,291,782,.372,407,583,.698,299,1069,534,240,117,434,635,762,1822,.418,167,561,.298,527,793,.665,420,1097,381,220,65,449,570
Chicago State,33,-11.77,-4.91,2151,2276,1345,758,1714,.442,208,577,.360,552,789,.700,354,1205,429,229,107,552,495,779,1949,.400,231,692,.334,362,498,.727,369,988,407,311,94,484,675
Cincinnati,34,14.46,6.93,2262,2006,1375,716,1851,.387,171,562,.304,403,606,.665,367,1139,385,196,108,452,616,791,1963,.403,230,729,.316,450,696,.647,488,1219,415,240,208,432,605
Citadel,30,-16.99,-5.45,1931,2195,1205,806,1712,.471,236,626,.377,347,480,.723,350,972,417,269,83,372,514,681,1504,.453,176,488,.361,393,559,.703,283,806,452,212,69,465,456
Clemson,31,5.82,4.44,1907,1864,1240,669,1613,.415,171,492,.348,355,531,.669,328,1030,354,170,87,394,495,697,1643,.424,157,496,.317,356,544,.654,330,947,334,208,148,355,497
Cleveland State,32,-7.34,-0.16,2051,2226,1285,752,1629,.462,196,550,.356,526,706,.745,320,1049,470,211,117,459,511,733,1734,.423,206,601,.343,379,535,.708,340,889,389,233,95,452,627
Coastal Carolina,29,-5.61,-5.22,1943,1840,1165,616,1494,.412,214,626,.342,394,569,.692,300,920,340,177,92,446,538,714,1626,.439,130,419,.310,385,587,.656,401,978,308,250,61,410,538
Colgate,32,-8.73,-2.58,2033,2230,1284,791,1839,.430,225,633,.355,423,606,.698,310,1127,426,207,92,324,497,735,1760,.418,220,644,.342,343,485,.707,290,1031,412,148,91,423,561
College of Charleston,35,0.17,-3.86,2297,2176,1400,812,1992,.408,175,581,.301,377,524,.719,348,1111,344,249,95,345,599,803,1819,.441,209,602,.347,482,703,.686,391,1194,392,149,150,467,502
Colorado State,35,13.65,5.89,2553,2229,1405,767,1852,.414,233,687,.339,462,674,.685,281,984,336,181,114,380,727,881,1961,.449,180,532,.338,611,855,.715,493,1297,445,162,74,389,600
Colorado,33,11.95,7.95,2230,2098,1340,769,1918,.401,224,700,.320,336,485,.693,371,1119,360,223,129,426,592,775,1788,.433,178,517,.344,502,732,.686,378,1128,328,230,105,439,525
Columbia,28,-3.25,-3.48,1746,1694,1120,587,1349,.435,144,391,.368,376,534,.704,226,850,299,136,103,348,469,604,1435,.421,181,521,.347,357,479,.745,260,802,337,172,72,306,521
Connecticut,30,11.88,7.42,2096,1962,1245,708,1753,.404,171,543,.315,375,543,.691,403,1097,361,201,110,406,531,727,1644,.442,191,561,.340,451,607,.743,276,877,410,224,136,367,486
Coppin State,32,-12.65,-4.20,2035,2277,1300,813,1827,.445,197,671,.294,454,686,.662,437,1335,471,236,142,528,588,687,1878,.366,243,768,.316,418,601,.696,372,937,328,250,57,472,577
Cornell,31,-7.27,-2.37,2040,2168,1240,752,1636,.460,233,594,.392,431,599,.720,267,1041,442,200,126,431,480,732,1727,.424,208,609,.342,368,523,.704,308,925,364,210,111,412,550
Creighton,36,16.44,5.16,2680,2274,1440,845,2074,.407,215,689,.312,369,542,.681,359,1099,432,238,89,377,644,942,1882,.501,307,742,.414,489,644,.759,300,1172,609,174,92,443,588
Dartmouth,28,-9.21,-3.17,1719,1844,1125,622,1408,.442,166,470,.353,434,584,.743,271,938,336,183,110,384,491,598,1467,.408,159,472,.337,364,499,.729,274,817,297,195,71,378,530
Davidson,34,7.27,-3.45,2490,2110,1365,739,1805,.409,155,477,.325,477,665,.717,328,1078,303,187,98,414,646,837,1813,.462,256,694,.369,560,704,.795,306,1048,473,189,101,371,601
Dayton,31,9.36,4.27,2225,2067,1250,719,1655,.434,192,544,.353,437,620,.705,314,943,431,183,122,436,591,786,1656,.475,182,474,.384,471,657,.717,342,973,433,173,80,450,613
Delaware State,33,-11.19,-5.90,1997,2094,1345,771,1772,.435,166,509,.326,386,568,.680,400,1142,442,226,108,454,538,709,1731,.410,183,621,.295,396,574,.690,366,947,326,228,185,453,515
Delaware,33,-0.78,-0.81,2276,2275,1340,811,1972,.411,211,614,.344,442,650,.680,406,1177,417,229,103,355,640,776,1833,.423,144,466,.309,580,769,.754,381,1169,319,178,150,418,556
Denver,32,9.20,0.26,2076,1790,1285,623,1441,.432,117,353,.331,427,591,.723,312,994,276,154,75,503,473,739,1540,.480,252,672,.375,346,481,.719,200,725,516,288,145,357,557
DePaul,32,1.71,5.61,2284,2409,1295,881,1879,.469,175,479,.365,472,681,.693,395,1220,469,260,146,498,553,847,1951,.434,155,518,.299,435,618,.704,383,972,440,265,133,457,612
Detroit Mercy,33,6.71,1.62,2568,2340,1320,833,1793,.465,225,605,.372,449,632,.710,321,1111,431,173,125,541,576,908,1991,.456,234,685,.342,518,711,.729,374,998,481,273,112,361,588
Drake,32,3.43,5.14,2296,2319,1295,791,1772,.446,221,630,.351,516,686,.752,305,1096,446,244,104,417,588,775,1732,.447,279,720,.388,467,651,.717,257,926,433,183,70,440,625
Drexel,31,-1.08,-0.98,1953,1956,1265,659,1519,.434,161,471,.342,477,660,.723,248,944,317,177,106,365,523,680,1651,.412,181,540,.335,412,553,.745,347,965,363,158,58,366,579
Duke,36,21.43,9.54,2778,2350,1440,852,2049,.416,160,551,.290,486,671,.724,415,1249,341,179,110,502,703,960,2033,.472,270,676,.399,588,796,.739,337,1119,515,232,135,383,645
Duquesne,30,-4.54,3.50,2028,2269,1210,815,1813,.450,237,625,.379,402,595,.676,362,1139,479,216,116,364,519,714,1747,.409,244,722,.338,356,553,.644,348,967,383,156,107,437,523
East Carolina,35,2.56,0.81,2679,2484,1415,922,2142,.430,189,577,.328,451,674,.669,467,1316,541,223,117,475,659,922,2039,.452,274,784,.349,561,784,.716,375,1160,603,279,156,444,618
East Tennessee State,32,-13.15,-2.25,1994,2284,1285,807,1761,.458,279,759,.368,391,571,.685,362,1176,528,231,110,454,530,708,1751,.404,208,637,.327,370,554,.668,312,897,323,203,71,423,512
Eastern Illinois,32,-8.93,-5.09,1933,2055,1285,707,1532,.461,241,619,.389,400,580,.690,278,969,434,196,125,421,516,691,1582,.437,192,548,.350,359,541,.664,302,859,420,207,67,413,529
Eastern Kentucky,35,1.66,-3.92,2586,2303,1410,784,1732,.453,185,590,.314,550,752,.731,390,1164,462,224,112,613,602,888,1903,.467,307,865,.355,503,644,.781,308,880,522,310,76,414,679
Eastern Michigan,34,-6.25,-1.25,1926,2011,1365,688,1735,.397,229,765,.299,406,620,.655,425,1173,501,256,82,486,548,702,1751,.401,165,500,.330,357,533,.670,402,1014,364,269,169,473,571
Eastern Washington,31,-10.77,-5.48,2146,2310,1260,818,1901,.430,191,544,.351,483,688,.702,420,1242,501,226,122,341,547,751,1811,.415,264,775,.341,380,580,.655,342,1024,414,164,176,416,571
Elon,33,-3.58,-5.19,2273,2144,1335,745,1825,.408,202,555,.364,452,653,.692,346,1186,364,214,72,441,575,814,1884,.432,258,749,.344,387,543,.713,303,1037,447,218,113,385,558
Evansville,36,5.26,2.91,2490,2374,1455,848,1895,.447,220,628,.350,458,667,.687,343,1217,464,205,134,518,635,900,2056,.438,207,566,.366,483,652,.741,378,1089,574,213,106,405,635
Fairfield,35,-0.55,-2.00,2122,2071,1410,697,1721,.405,134,419,.320,543,784,.693,373,1140,297,247,127,474,547,779,1843,.423,199,629,.316,365,533,.685,388,1058,445,248,134,471,690
Fairleigh Dickinson,31,-18.00,-4.65,2034,2448,1250,880,1883,.467,221,609,.363,467,673,.694,426,1198,517,263,93,378,536,724,1675,.432,190,543,.350,396,590,.671,274,841,404,179,101,486,571
Florida A&M,31,-16.14,-6.21,2015,2235,1260,785,1753,.448,181,516,.351,484,723,.669,409,1242,416,234,131,504,504,732,1849,.396,171,560,.305,380,606,.627,393,945,340,256,103,485,608
Florida Atlantic,32,-5.88,-2.49,2092,2164,1300,769,1873,.411,161,537,.300,465,678,.686,411,1151,354,242,121,369,549,732,1735,.422,195,541,.360,433,618,.701,363,1061,322,167,165,488,580
Florida Gulf Coast,37,2.76,-2.07,2696,2469,1495,866,2133,.406,250,808,.309,487,708,.688,447,1313,483,267,116,580,654,976,2112,.462,247,722,.342,497,736,.675,412,1226,523,331,139,545,649
Florida International,32,-2.08,-2.11,2210,2209,1280,784,1737,.451,206,637,.323,435,644,.675,389,1164,461,212,126,569,570,766,1794,.427,224,672,.333,454,642,.707,353,942,369,299,87,484,603
Florida State,34,5.67,7.23,2278,2331,1360,825,1886,.437,225,612,.368,454,656,.692,422,1142,443,244,103,465,648,780,1758,.444,196,563,.348,522,710,.735,322,956,385,210,172,497,601
Florida,37,23.86,6.83,2642,2012,1480,725,1897,.382,193,623,.310,369,567,.651,358,1117,369,217,96,522,593,960,2010,.478,300,794,.378,422,623,.677,381,1179,540,265,120,401,518
Fordham,31,-6.90,4.59,1997,2353,1240,791,1765,.448,218,619,.352,553,791,.699,352,1096,465,248,121,347,540,718,1785,.402,168,540,.311,393,583,.674,416,1071,377,153,127,486,630
Fresno State,30,3.31,6.56,1798,1829,1210,612,1486,.412,132,453,.291,473,700,.676,337,1078,318,144,113,399,502,610,1566,.390,182,523,.348,396,593,.668,319,866,275,216,104,348,582
Furman,31,-17.46,-5.29,1869,2180,1240,806,1747,.461,203,534,.380,365,514,.710,344,1077,463,228,76,357,532,644,1580,.408,189,565,.335,392,568,.690,294,884,340,164,116,451,483
Gardner-Webb,34,-3.22,-5.93,2236,2066,1385,745,1759,.424,188,573,.328,388,603,.643,346,1096,380,231,98,531,589,791,1871,.423,190,583,.326,464,649,.715,420,1090,438,267,90,459,584
George Mason,38,2.01,-0.17,2587,2504,1535,822,1991,.413,238,715,.333,622,886,.702,443,1275,440,222,137,551,712,922,2112,.437,203,587,.346,540,745,.725,448,1185,473,280,103,516,773
George Washington,30,4.22,3.49,1988,1966,1205,705,1674,.421,176,489,.360,380,547,.695,324,973,349,286,134,436,560,732,1660,.441,84,301,.279,440,670,.657,401,1027,403,233,147,479,528
Georgetown,32,15.84,7.59,2070,1806,1300,623,1649,.378,172,560,.307,388,582,.667,342,1023,353,202,105,454,586,737,1627,.453,189,536,.353,407,599,.679,297,959,474,240,123,407,556
Georgia Southern,33,-9.67,-5.02,2050,2148,1335,756,1724,.439,187,587,.319,449,647,.694,370,1122,382,215,103,441,543,721,1721,.419,185,542,.341,423,615,.688,341,967,318,227,73,435,600
Georgia State,31,-2.04,-2.40,2114,2075,1255,708,1625,.436,239,652,.367,420,594,.707,324,1044,425,165,122,422,538,739,1685,.439,219,611,.358,417,586,.712,302,896,362,240,127,358,532
Georgia Tech,31,6.60,4.67,1993,1933,1245,687,1715,.401,182,563,.323,377,566,.666,312,1069,383,191,131,391,480,751,1791,.419,173,544,.318,318,501,.635,366,1072,394,182,129,399,517
Georgia,32,5.31,6.09,1946,1971,1300,661,1704,.388,210,639,.329,439,645,.681,350,1054,324,244,100,375,619,636,1557,.408,188,526,.357,486,700,.694,333,1044,371,180,133,466,541
Gonzaga,35,20.47,4.18,2696,2095,1400,735,1909,.385,244,739,.330,381,561,.679,373,1045,350,217,112,480,687,961,1934,.497,226,609,.371,548,777,.705,409,1195,530,277,96,393,551
Grambling,28,-35.85,-9.17,1391,2138,1120,772,1683,.459,213,563,.378,381,588,.648,380,1073,436,285,105,271,382,519,1436,.361,143,458,.312,210,358,.587,275,702,290,123,64,491,492
Green Bay,34,1.67,-0.27,2247,2142,1370,741,1802,.411,219,641,.342,441,599,.736,303,1039,411,245,106,400,621,777,1772,.438,164,487,.337,529,705,.750,354,1093,455,201,162,456,587
Hampton,31,-9.35,-7.84,1936,1983,1260,670,1719,.390,167,546,.306,476,731,.651,389,1149,334,220,129,484,574,678,1731,.392,135,513,.263,445,668,.666,394,1104,352,231,148,527,635
Hartford,31,-5.84,-4.71,1863,1898,1240,660,1499,.440,160,468,.342,418,622,.672,293,1046,310,214,94,495,519,645,1578,.409,235,703,.334,338,485,.697,264,815,382,253,61,442,585
Harvard,30,3.95,0.16,2049,1924,1215,707,1601,.442,150,453,.331,360,496,.726,302,924,345,189,94,409,586,677,1425,.475,191,480,.398,504,697,.723,219,796,392,218,126,399,457
Hawaii,32,-1.73,-2.37,2336,2305,1285,808,1915,.422,263,715,.368,426,609,.700,347,1055,446,236,92,383,583,836,1850,.452,195,569,.343,469,683,.687,399,1124,444,170,110,462,532
High Point,31,-4.66,-7.25,2221,2052,1250,712,1699,.419,179,552,.324,449,675,.665,347,1070,364,184,98,429,543,823,1841,.447,138,442,.312,437,609,.718,396,1057,455,227,134,376,578
Hofstra,32,-10.76,-1.92,1873,2132,1290,755,1741,.434,176,574,.307,446,629,.709,364,1150,422,255,157,423,608,658,1719,.383,141,486,.290,416,664,.627,408,1016,312,203,110,463,538
Holy Cross,30,-6.14,-2.97,1834,1929,1205,691,1647,.420,190,597,.318,357,512,.697,307,1001,390,170,104,295,450,644,1555,.414,195,571,.342,351,466,.753,272,901,366,116,105,372,513
Houston Baptist,31,-15.17,-8.03,1982,2080,1260,726,1713,.424,140,451,.310,488,701,.696,351,1089,349,289,123,505,600,712,1720,.414,141,441,.320,417,628,.664,368,994,349,215,86,534,613
Houston,33,-0.30,-3.77,2578,2420,1356,871,2021,.431,214,671,.319,464,681,.681,402,1174,476,219,115,440,630,912,1965,.464,199,551,.361,555,782,.710,400,1178,500,221,127,433,599
Howard,31,-14.42,-5.35,1615,1868,1240,646,1575,.410,183,550,.333,393,580,.678,348,1051,342,205,97,434,507,572,1567,.365,101,408,.248,370,558,.663,381,938,275,196,102,461,538
Idaho State,30,-12.98,-4.85,1710,1928,1210,679,1524,.446,219,586,.374,351,513,.684,324,1033,399,168,92,384,503,587,1444,.407,163,515,.317,373,548,.681,237,765,307,209,100,361,473
Idaho,30,-2.19,0.33,2050,2079,1210,758,1693,.448,209,589,.355,354,518,.683,293,886,357,201,86,270,490,715,1532,.467,192,522,.368,428,576,.743,294,941,394,123,85,404,499
Illinois-Chicago,34,-1.78,-0.69,2136,2134,1375,741,1826,.406,206,621,.332,446,625,.714,360,1190,408,189,118,431,578,720,1797,.401,222,656,.338,474,630,.752,329,1008,416,222,93,423,573
Illinois State,33,9.63,3.72,2460,2265,1330,796,1879,.424,225,673,.334,448,638,.702,374,1191,433,207,82,484,587,871,1914,.455,242,697,.347,476,658,.723,342,1073,490,239,144,431,599
Illinois,36,13.23,10.08,2465,2332,1445,810,1911,.424,232,679,.342,480,684,.702,392,1256,432,199,110,511,589,858,2084,.412,280,873,.321,469,646,.726,427,1098,365,245,142,411,648
Indiana State,33,5.08,5.64,2159,2164,1340,748,1802,.415,182,558,.326,486,698,.696,345,1133,384,226,72,400,632,733,1709,.429,186,579,.321,507,717,.707,290,1003,390,185,107,427,583
Indiana,36,24.90,8.38,2831,2236,1451,815,2089,.390,208,684,.304,398,563,.707,428,1114,353,229,150,509,735,951,1971,.482,257,637,.403,672,904,.743,439,1270,514,256,130,469,598
Iona,34,4.04,-0.02,2733,2595,1395,938,2083,.450,272,726,.375,447,669,.668,418,1228,526,188,147,475,585,956,2106,.454,283,771,.367,538,689,.781,395,1094,523,222,101,421,582
Iowa State,35,14.50,6.13,2779,2486,1420,890,2076,.429,215,692,.311,491,679,.723,367,1179,479,231,101,462,623,962,2111,.456,346,924,.374,509,696,.731,422,1238,560,223,97,460,593
Iowa,38,14.22,6.93,2665,2388,1535,850,2168,.392,212,719,.295,476,675,.705,434,1307,440,264,159,500,742,903,2156,.419,204,668,.305,655,896,.731,499,1365,573,263,183,476,648
Fort Wayne,33,-7.00,-5.32,2213,2178,1340,779,1717,.454,182,564,.323,438,632,.693,261,1022,371,208,90,447,590,777,1771,.439,222,620,.358,437,681,.642,346,1031,413,250,87,449,583
IUPUI,32,-15.93,-2.79,2096,2451,1300,901,1853,.486,224,586,.382,425,566,.751,343,1158,487,220,86,372,469,790,1785,.443,222,621,.357,294,439,.670,249,846,420,177,75,406,506
Jackson State,29,-14.80,-9.52,1920,2073,1175,740,1647,.449,168,533,.315,425,647,.657,342,1113,354,181,110,426,521,647,1659,.390,181,580,.312,445,637,.699,292,848,275,241,65,370,568
Jacksonville State,28,-4.48,-4.29,1857,1817,1130,648,1433,.452,119,386,.308,402,546,.736,335,944,337,183,102,445,533,637,1433,.445,159,450,.353,424,625,.678,292,724,363,237,116,365,472
Jacksonville,32,-10.47,-4.74,2181,2300,1301,805,1820,.442,202,598,.338,488,697,.700,361,1137,453,235,135,469,598,774,1831,.423,166,512,.324,467,664,.703,384,1066,414,215,104,488,615
James Madison,36,-1.73,-2.28,2346,2326,1450,798,1865,.428,221,636,.347,509,732,.695,368,1238,455,191,111,490,593,818,1941,.421,211,628,.336,499,714,.699,365,1064,423,272,166,401,620
