School,G,SRS,SOS,Tm.,Opp.,MP,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Arkansas-Pine Bluff,33,-19.31,-5.52,1867,2322,1325,747,1701,.439,180,557,.323,648,913,.710,408,1248,441,271,99,438,524,674,1722,.391,202,666,.303,317,519,.611,322,1004,317,235,123,516,723
Arkansas State,31,-7.48,-2.37,2282,2353,1260,791,1983,.399,259,737,.351,512,757,.676,401,1257,399,195,94,355,675,770,1873,.411,180,570,.316,562,766,.734,334,1243,381,157,136,398,613
Arkansas,32,10.23,6.76,2501,2390,1305,803,1844,.435,231,644,.359,553,790,.700,349,1187,447,165,140,454,658,883,1992,.443,216,544,.397,519,748,.694,374,1187,518,233,165,357,687
Army,33,-7.32,-8.13,2539,2474,1350,918,2064,.445,199,575,.346,439,656,.669,342,1230,417,235,111,402,646,895,2084,.429,294,877,.335,455,656,.694,408,1338,501,163,123,448,628
Auburn,31,0.15,7.54,2192,2421,1245,832,1877,.443,232,667,.348,525,752,.698,376,1270,439,187,122,400,656,724,1820,.398,272,799,.340,472,746,.633,346,1134,352,166,126,428,658
Austin Peay NCAA,36,-6.04,-2.98,2740,2765,1460,995,2159,.461,302,840,.360,471,667,.706,378,1236,524,252,108,478,765,945,2049,.461,223,645,.346,627,936,.670,422,1326,479,250,101,502,633
Ball State,35,0.11,-2.98,2479,2338,1430,790,1951,.405,242,697,.347,516,732,.705,335,1189,399,230,75,397,638,855,1919,.446,305,818,.373,464,670,.693,330,1275,512,191,126,465,665
Baylor NCAA,34,16.13,9.76,2621,2366,1375,823,1843,.447,233,638,.365,485,693,.700,314,1011,598,223,134,463,666,933,2003,.466,210,572,.367,545,752,.725,467,1267,603,269,135,432,660
Belmont,32,1.19,-2.10,2638,2510,1285,873,1977,.442,242,689,.351,522,725,.720,370,1137,420,229,100,390,665,914,1849,.494,338,931,.363,472,650,.726,271,1105,544,145,81,450,639
Bethune-Cookman,32,-14.35,-9.18,2258,2330,1295,830,1923,.432,228,672,.339,442,647,.683,428,1258,478,173,86,389,582,799,1932,.414,249,787,.316,411,597,.688,407,1186,371,197,191,415,601
Binghamton,30,-14.08,-6.35,1827,2059,1205,728,1675,.435,204,606,.337,399,576,.693,298,1108,397,211,84,372,553,629,1614,.390,171,599,.285,398,584,.682,273,1023,333,161,68,419,558
Boise State,32,7.23,3.13,2480,2246,1290,785,1765,.445,234,669,.350,442,631,.700,264,1054,388,169,105,472,675,842,1859,.453,261,788,.331,535,755,.709,315,1110,430,209,64,372,622
Boston College,32,-1.61,7.67,1959,2256,1285,796,1732,.460,224,587,.382,440,641,.686,302,1175,467,234,110,415,504,717,1752,.409,230,708,.325,295,453,.651,243,993,410,181,93,431,576
Boston University,34,-6.79,-6.37,2483,2464,1375,875,2009,.436,247,744,.332,467,681,.686,346,1184,486,217,90,406,628,859,1893,.454,272,748,.364,493,688,.717,311,1216,456,204,129,468,641
Bowling Green State,34,-5.88,-1.85,2400,2457,1360,853,1978,.431,278,745,.373,473,685,.691,350,1208,379,207,103,403,684,849,1913,.444,203,563,.361,499,761,.656,345,1238,398,209,113,430,655
Bradley,32,-10.91,3.70,1793,2238,1290,737,1675,.440,188,544,.346,576,866,.665,288,1121,397,247,99,374,647,606,1596,.380,165,590,.280,416,628,.662,276,1083,292,142,87,548,744
Brigham Young,37,12.36,2.36,3093,2692,1485,943,2269,.416,287,863,.333,519,725,.716,359,1340,509,205,136,487,728,1096,2369,.463,330,863,.382,571,827,.690,441,1514,611,256,161,434,690
Brown,28,-8.05,-2.82,2040,2155,1140,757,1726,.439,218,613,.356,423,617,.686,338,1092,401,217,97,324,551,697,1625,.429,225,639,.352,421,600,.702,272,1019,414,150,114,376,543
Bryant,31,-18.58,-6.71,2018,2361,1250,841,1880,.447,251,759,.331,428,589,.727,378,1217,480,215,114,346,501,755,1798,.420,198,615,.322,310,482,.643,300,1048,415,176,83,420,591
Bucknell,31,-2.09,-5.89,2448,2288,1265,779,1824,.427,229,654,.350,501,747,.671,321,1067,447,218,132,404,663,831,1788,.465,233,639,.365,553,774,.714,317,1137,489,204,100,423,657
Buffalo NCAA,35,1.34,0.90,2709,2634,1410,906,2098,.432,256,755,.339,566,790,.716,378,1273,458,197,117,464,720,915,2096,.437,263,776,.339,616,867,.710,425,1363,441,240,124,475,748
Butler NCAA,33,16.46,7.55,2638,2344,1325,818,1879,.435,231,683,.338,477,672,.710,309,1082,414,152,145,432,670,918,1969,.466,236,601,.393,566,774,.731,366,1188,468,227,107,335,646
Cal Poly,30,-3.49,0.90,2171,2255,1220,792,1720,.460,213,547,.389,458,658,.696,287,1102,455,152,99,326,566,755,1812,.417,238,681,.349,423,626,.676,351,1095,425,163,96,308,602
Cal State Bakersfield NCAA,33,2.58,-5.15,2405,2104,1330,696,1764,.395,198,605,.327,514,747,.688,347,1128,339,177,108,499,657,875,1939,.451,179,524,.342,476,726,.656,414,1263,516,263,165,405,707
Cal State Fullerton,30,-7.12,-0.76,2104,2227,1205,752,1753,.429,238,677,.352,485,664,.730,307,1096,436,162,118,341,611,698,1703,.410,193,582,.332,515,743,.693,335,1116,304,147,48,393,610
Cal State Northridge,30,-6.85,-0.85,2143,2261,1225,799,1815,.440,232,600,.387,431,630,.684,348,1150,462,196,113,415,628,745,1723,.432,126,425,.296,527,735,.717,303,1086,423,203,96,420,604
UC-Davis,30,-5.58,-1.26,1914,1980,1225,707,1710,.413,196,632,.310,370,517,.716,296,1057,409,223,103,408,566,697,1608,.433,164,463,.354,356,557,.639,255,1033,342,186,49,427,531
UC-Irvine,38,5.33,0.77,2706,2512,1535,847,2210,.383,272,815,.334,546,745,.733,403,1325,530,204,93,441,716,977,2128,.459,241,652,.370,511,752,.680,370,1416,568,217,198,471,706
UC-Riverside,33,-5.66,-3.08,2299,2300,1320,796,1861,.428,198,583,.340,510,713,.715,321,1136,428,208,115,392,608,788,1839,.428,252,716,.352,471,670,.703,328,1164,410,170,101,433,654
UC-Santa Barbara,33,3.79,1.44,2335,2219,1325,736,1842,.400,229,764,.300,518,750,.691,340,1178,410,171,95,403,545,859,1944,.442,251,697,.360,366,522,.701,344,1235,496,195,98,419,647
University of California NCAA,34,15.39,7.87,2545,2289,1375,789,1989,.397,183,527,.347,528,745,.709,327,1126,369,172,100,329,693,890,1931,.461,236,651,.363,529,806,.656,386,1349,430,139,159,419,706
Campbell,30,-11.07,-6.67,2207,2203,1205,783,1708,.458,198,538,.368,439,649,.676,314,1109,357,180,76,404,596,744,1671,.445,224,675,.332,495,690,.717,242,967,345,214,72,353,582
Canisius,33,-5.62,-3.77,2526,2587,1355,892,1872,.476,273,718,.380,530,730,.726,353,1228,526,175,114,455,663,845,2014,.420,285,836,.341,551,744,.741,393,1116,466,199,88,370,640
Central Arkansas,28,-15.17,-6.81,2110,2344,1120,811,1729,.469,239,618,.387,483,669,.722,303,1028,443,196,114,324,553,734,1656,.443,185,497,.372,457,694,.659,331,1044,370,152,104,407,575
Central Connecticut State,29,-22.35,-9.24,1888,2268,1175,843,1775,.475,208,580,.359,374,542,.690,309,1096,444,204,114,299,495,682,1704,.400,164,480,.342,360,530,.679,335,1046,341,127,107,402,505
Central Florida,30,0.18,3.01,2062,2147,1210,799,1925,.415,217,671,.323,332,482,.689,367,1089,440,224,92,277,552,715,1663,.430,207,650,.318,425,619,.687,329,1166,379,137,139,440,467
Central Michigan,33,-0.67,-1.30,2495,2401,1325,861,1938,.444,231,665,.347,448,646,.693,367,1232,418,141,82,355,611,867,1964,.441,324,917,.353,437,608,.719,325,1152,441,155,90,303,608
Charleston Southern,30,-10.92,-2.59,2146,2253,1210,783,1708,.458,242,658,.368,445,624,.713,267,1101,410,173,118,376,513,774,1808,.428,280,810,.346,318,512,.621,308,1053,379,153,63,378,576
Charlotte,33,-3.14,-1.72,2584,2631,1340,961,1994,.482,264,672,.393,445,617,.721,314,1200,438,189,117,441,595,920,2066,.445,266,696,.382,478,685,.698,374,1196,481,204,73,396,588
Chattanooga NCAA,35,3.24,-3.46,2652,2364,1410,866,1967,.440,235,711,.331,397,584,.680,344,1133,442,226,132,494,692,897,1963,.457,262,729,.359,596,811,.735,381,1241,504,272,165,437,596
Chicago State,32,-17.52,-1.38,2140,2478,1280,826,1821,.454,291,763,.381,535,787,.680,366,1287,552,215,133,469,560,764,1995,.383,228,750,.304,384,573,.670,414,1172,375,246,98,458,697
Cincinnati NCAA,33,15.19,5.25,2418,2090,1355,750,1907,.393,240,672,.357,350,515,.680,373,1136,380,169,109,446,575,851,1980,.430,252,725,.348,464,658,.705,441,1291,508,257,192,363,513
Citadel,32,-15.95,-4.75,2753,2962,1285,1052,2050,.513,226,642,.352,632,900,.702,413,1440,551,218,130,536,645,938,2242,.418,363,1121,.324,514,704,.730,404,1148,489,281,99,441,770
Clemson,31,12.03,6.87,2159,1999,1250,723,1725,.419,205,583,.352,348,492,.707,327,1060,375,157,88,357,557,753,1725,.437,238,678,.351,415,574,.723,320,1076,411,179,162,315,511
Cleveland State,32,-9.17,0.09,1947,2169,1285,738,1662,.444,200,587,.341,493,751,.656,336,1121,436,203,102,431,562,704,1746,.403,174,537,.324,365,538,.678,338,1061,327,196,87,459,670
Coastal Carolina,33,-1.85,-4.22,2410,2196,1325,780,1980,.394,249,820,.304,387,591,.655,366,1181,390,197,91,362,599,854,1909,.447,244,716,.341,458,689,.665,377,1299,396,195,113,406,568
Colgate,30,-8.61,-6.06,2093,2145,1220,734,1599,.459,222,595,.373,455,664,.685,301,1043,384,166,108,386,530,747,1673,.447,267,718,.372,332,488,.680,280,951,398,184,72,365,583
College of Charleston,31,2.37,0.04,2028,1921,1250,657,1548,.424,173,535,.323,434,660,.658,274,1056,312,165,103,441,571,722,1718,.420,206,595,.346,378,567,.667,335,1090,361,222,75,393,620
Colorado State,34,2.31,1.53,2700,2626,1400,918,2037,.451,283,804,.352,507,703,.721,305,1176,470,206,103,357,774,878,2067,.425,326,896,.364,618,861,.718,441,1359,455,131,77,395,657
Colorado NCAA,34,12.04,7.64,2576,2407,1370,852,2038,.418,212,596,.356,491,716,.686,322,1140,357,254,153,371,698,865,2029,.426,252,647,.389,594,808,.735,446,1434,461,177,167,454,638
Columbia,35,3.45,-2.55,2670,2399,1415,842,1916,.439,262,737,.355,453,659,.687,311,1155,454,161,108,449,635,899,1986,.453,336,893,.376,536,745,.719,366,1240,518,220,121,379,649
Connecticut NCAA,36,15.89,6.28,2631,2285,1460,785,2032,.386,240,736,.326,475,719,.661,393,1242,409,184,129,431,592,944,2078,.454,255,699,.365,488,615,.793,335,1300,489,210,182,385,657
Coppin State,31,-15.75,-6.06,2240,2497,1280,881,1872,.471,222,602,.369,513,799,.642,399,1283,461,176,123,429,647,741,1933,.383,238,715,.333,520,737,.706,405,1144,348,174,91,408,666
Cornell,28,-9.55,-1.04,1992,2193,1130,765,1723,.444,220,613,.359,443,602,.736,370,1198,458,156,106,407,512,703,1674,.420,233,682,.342,353,542,.651,244,910,302,217,107,372,563
Creighton,35,13.69,6.44,2787,2533,1400,901,2088,.432,244,705,.346,487,700,.696,341,1230,459,224,111,441,698,979,2081,.470,283,804,.352,546,780,.700,334,1299,537,211,108,406,661
Dartmouth,28,-5.58,-3.29,1992,1989,1130,678,1505,.450,212,611,.347,421,635,.663,271,934,362,189,133,409,570,700,1606,.436,156,458,.341,436,603,.723,335,1005,367,192,48,401,569
Davidson,33,5.74,5.14,2608,2576,1325,945,2059,.459,252,727,.347,434,617,.703,373,1294,464,183,106,378,643,894,2022,.442,317,892,.355,503,661,.761,312,1154,497,154,102,335,567
Dayton NCAA,33,11.34,4.76,2393,2176,1335,761,1882,.404,242,693,.349,412,618,.667,299,1113,417,161,96,412,649,836,1836,.455,221,643,.344,500,749,.668,327,1265,480,196,145,427,626
Delaware State,32,-20.88,-6.85,1980,2336,1290,791,1821,.434,248,769,.322,506,740,.684,435,1311,478,189,100,425,569,710,1815,.391,230,698,.330,330,536,.616,340,1064,367,173,93,446,635
Delaware,30,-8.62,0.85,1986,2270,1205,784,1800,.436,296,850,.348,406,574,.707,311,1099,489,189,120,275,606,669,1663,.402,168,517,.325,480,701,.685,331,1132,319,108,87,360,535
Denver,31,-3.34,-3.24,2021,2024,1240,672,1480,.454,193,521,.370,487,642,.759,276,945,367,177,87,440,549,689,1449,.476,235,613,.383,408,530,.770,168,781,443,198,71,404,593
DePaul,31,0.83,8.34,2092,2325,1245,756,1711,.442,246,675,.364,567,766,.740,317,1034,466,206,98,377,606,752,1691,.445,168,490,.343,420,618,.680,317,1059,366,150,95,458,687
Detroit Mercy,31,-2.44,-0.82,2595,2567,1245,862,1869,.461,239,681,.351,604,848,.712,330,1107,447,195,125,414,694,898,1929,.466,244,651,.375,555,795,.698,373,1169,409,213,133,422,706
Drake,31,-5.15,0.92,2093,2230,1255,816,1805,.452,219,594,.369,379,543,.698,297,1031,375,188,130,302,585,736,1639,.449,215,559,.385,406,562,.722,253,1043,378,116,65,421,559
Drexel,31,-5.42,1.88,1958,2183,1245,737,1600,.461,189,520,.363,520,759,.685,285,1107,382,160,109,365,598,677,1721,.393,170,517,.329,434,634,.685,324,1022,384,141,108,345,676
Duke NCAA,36,19.23,10.59,2920,2609,1450,998,2244,.445,226,665,.340,387,568,.681,456,1322,523,163,126,427,761,983,2136,.460,328,851,.385,626,866,.723,426,1296,478,226,154,354,603
Duquesne,34,1.41,1.35,2704,2677,1370,892,2141,.417,329,820,.401,564,803,.702,387,1277,582,210,99,394,645,950,2056,.462,322,883,.365,482,698,.691,347,1332,531,159,128,473,689
East Carolina,32,-0.38,3.22,2186,2301,1305,854,1911,.447,249,752,.331,344,511,.673,370,1161,540,204,116,402,525,761,1790,.425,232,683,.340,432,620,.697,320,1093,486,183,64,424,536
East Tennessee State,36,-1.49,-2.29,2813,2687,1455,915,2107,.434,262,786,.333,595,827,.719,393,1307,426,228,116,471,700,984,2135,.461,295,779,.379,550,774,.711,376,1300,447,240,136,462,724
Eastern Illinois,30,-8.35,-3.52,2145,2213,1220,766,1722,.445,212,634,.334,469,666,.704,364,1161,419,184,77,410,595,764,1737,.440,232,664,.349,385,587,.656,299,1002,417,177,68,364,583
Eastern Kentucky,31,-3.53,-3.86,2497,2453,1240,837,1814,.461,251,668,.376,528,755,.699,367,1101,514,206,82,467,666,864,1760,.491,258,653,.395,511,700,.730,274,1004,495,218,95,457,665
Eastern Michigan,33,-0.14,1.24,2553,2460,1330,823,1956,.421,276,790,.349,538,778,.692,441,1262,482,199,108,529,725,875,1961,.446,187,602,.311,616,854,.721,386,1194,379,312,122,425,674
Eastern Washington,34,-4.47,-6.03,2769,2617,1360,953,1966,.485,197,536,.368,514,743,.692,322,1161,496,195,113,395,654,961,1989,.483,356,924,.385,491,719,.683,319,1133,449,202,129,381,658
Elon,32,-0.67,0.66,2429,2413,1285,884,1980,.446,219,606,.361,426,638,.668,356,1218,396,204,128,377,621,865,1942,.445,303,885,.342,396,599,.661,335,1185,488,176,72,411,607
Evansville,34,8.10,-0.39,2526,2221,1370,794,1962,.405,206,635,.324,427,580,.736,314,1101,406,194,120,436,718,879,1795,.490,158,448,.353,610,843,.724,260,1202,595,178,147,426,601
Fairfield,33,-3.84,-3.14,2522,2545,1345,902,2072,.435,252,748,.337,489,706,.693,438,1342,454,193,88,459,636,875,1991,.439,293,827,.354,479,650,.737,298,1146,503,213,135,427,633
Fairleigh Dickinson NCAA,33,-10.90,-8.31,2558,2600,1335,868,1901,.457,247,698,.354,617,888,.695,417,1285,487,209,118,510,638,929,2029,.458,238,657,.362,462,663,.697,347,1108,472,250,87,423,720
Florida A&M,29,-21.74,-10.67,1863,2128,1190,746,1691,.441,194,587,.330,442,644,.686,324,1143,339,221,84,434,597,644,1606,.401,168,555,.303,407,691,.589,293,1010,319,192,65,466,566
Florida Atlantic,33,-10.30,-1.72,2189,2445,1325,882,1928,.457,172,484,.355,507,715,.709,373,1280,418,198,142,378,564,752,1847,.407,229,678,.338,456,624,.731,282,1071,385,175,140,402,631
Florida Gulf Coast NCAA,35,-0.79,-3.82,2703,2473,1435,877,2128,.412,232,763,.304,487,713,.683,385,1235,415,234,111,422,663,1008,2106,.479,186,527,.353,501,778,.644,417,1422,483,230,141,438,674
Florida International,32,-5.25,-4.81,2277,2242,1300,775,1900,.408,237,729,.325,455,665,.684,366,1111,411,190,103,320,566,834,1779,.469,181,499,.363,428,645,.664,328,1196,391,162,148,414,598
Florida State,34,12.16,8.16,2652,2516,1365,875,1981,.442,265,733,.362,501,728,.688,342,1140,447,180,103,458,668,948,2042,.464,220,645,.341,536,771,.695,389,1257,453,243,139,441,656
Florida,36,14.69,9.19,2677,2479,1445,868,2109,.412,233,679,.343,510,752,.678,405,1364,413,192,125,471,732,930,2186,.425,258,810,.319,559,863,.648,470,1436,480,235,152,405,700
Fordham,31,1.87,-0.09,2206,2128,1255,728,1622,.449,213,637,.334,459,651,.705,268,1008,458,209,91,485,559,782,1744,.448,243,702,.346,399,586,.681,320,1060,488,263,121,438,610
Fresno State NCAA,35,5.27,2.24,2630,2475,1420,812,1929,.421,252,761,.331,599,859,.697,368,1275,430,161,108,529,700,926,2126,.436,219,638,.343,559,805,.694,409,1293,466,295,138,378,764
Furman,35,-2.83,-4.20,2487,2333,1400,815,1874,.435,236,683,.346,467,688,.679,326,1099,402,230,97,449,673,847,1865,.454,253,785,.322,540,777,.695,387,1250,424,217,115,471,622
Gardner-Webb,33,-6.92,-3.96,2476,2451,1335,840,1887,.445,240,692,.347,531,741,.717,341,1216,431,213,103,462,609,871,2039,.427,276,807,.342,458,701,.653,435,1257,442,265,113,439,666
George Mason,32,-1.79,3.62,2140,2313,1290,827,1957,.423,241,682,.353,418,587,.712,277,1107,406,175,124,221,589,766,1888,.406,172,589,.292,436,650,.671,419,1359,328,92,119,407,570
George Washington,38,11.43,4.24,2875,2602,1530,953,2228,.428,262,795,.330,434,601,.722,378,1245,443,221,135,451,770,980,2194,.447,269,726,.371,646,858,.753,453,1442,535,230,125,426,621
Georgetown,33,10.31,8.49,2430,2370,1335,758,1839,.412,199,571,.349,655,907,.722,343,1142,408,205,90,371,636,820,1858,.441,261,770,.339,529,704,.751,316,1181,492,180,146,442,755
Georgia Southern,31,-5.65,-3.14,2353,2307,1250,770,1763,.437,235,713,.330,532,769,.692,374,1232,379,148,127,463,598,781,1903,.410,282,834,.338,509,728,.699,374,1131,344,232,73,359,691
Georgia State,30,-2.80,-2.19,1971,1950,1220,638,1559,.409,205,639,.321,469,646,.726,307,1047,373,158,92,425,545,705,1597,.441,149,436,.342,412,598,.689,243,925,352,200,91,350,578
Georgia Tech,36,12.51,9.95,2637,2545,1445,931,2107,.442,206,643,.320,477,667,.715,346,1131,436,169,98,352,637,965,2150,.449,213,597,.357,492,681,.722,469,1398,487,158,151,403,643
Georgia,34,9.41,8.47,2401,2369,1370,770,1976,.390,259,782,.331,570,812,.702,392,1217,385,213,132,365,713,799,1892,.422,220,598,.368,583,823,.708,394,1319,424,164,174,448,703
Gonzaga NCAA,36,16.92,4.23,2840,2360,1445,859,2167,.396,214,717,.298,428,610,.702,359,1159,370,210,107,370,701,1011,2081,.486,281,738,.381,537,708,.758,382,1426,501,184,111,418,623
Grambling,31,-19.62,-8.48,1924,2110,1250,727,1681,.432,205,623,.329,451,677,.666,327,1116,400,204,111,425,572,658,1606,.410,152,556,.273,456,706,.646,282,1013,298,210,52,442,615
Grand Canyon,34,1.43,-5.60,2581,2316,1365,822,1938,.424,226,702,.322,446,675,.661,334,1169,368,206,129,458,743,896,1978,.453,210,583,.360,579,835,.693,399,1301,504,210,90,407,625
Green Bay NCAA,36,1.16,-0.67,3013,2880,1455,1013,2255,.449,278,765,.363,576,807,.714,432,1458,512,215,162,609,790,1048,2350,.446,255,730,.349,662,1007,.657,458,1385,501,358,166,441,724
Hampton NCAA,32,-8.74,-8.45,2363,2370,1305,826,1934,.427,215,641,.335,503,696,.723,324,1169,347,183,133,393,688,810,1967,.412,206,678,.304,537,815,.659,447,1322,381,169,117,440,649
Hartford,33,-14.29,-5.69,2336,2588,1345,918,1948,.471,231,672,.344,521,794,.656,415,1389,504,174,109,438,625,777,1906,.408,319,902,.354,463,619,.748,229,992,408,221,63,385,702
Harvard,30,-0.96,-0.25,2001,1985,1205,699,1720,.406,186,609,.305,401,563,.712,307,1026,364,217,76,346,546,734,1648,.445,220,569,.387,313,526,.595,318,1118,452,150,150,436,538
Hawaii NCAA,34,9.03,-1.04,2620,2267,1365,764,1910,.400,203,669,.303,536,748,.717,321,1124,366,198,91,498,769,893,1946,.459,237,737,.322,597,873,.684,360,1270,525,257,124,443,695
High Point,32,-0.52,-4.24,2473,2258,1290,811,1787,.454,234,679,.345,402,573,.702,337,1060,381,168,110,467,606,884,1852,.477,187,487,.384,518,680,.762,337,1074,493,256,94,341,559
Hofstra,34,5.02,0.77,2681,2509,1390,952,2182,.436,260,743,.350,345,514,.671,392,1253,491,187,119,401,686,914,2050,.446,289,812,.356,564,818,.689,402,1327,510,215,108,406,542
Holy Cross NCAA,35,-11.20,-6.11,2267,2445,1425,859,1873,.459,273,764,.357,454,626,.725,323,1253,500,187,108,450,651,775,1879,.412,251,769,.326,466,678,.687,279,1052,480,219,86,386,585
Houston Baptist,34,-10.39,-5.26,2604,2582,1360,908,2090,.434,245,683,.359,521,723,.721,392,1189,501,234,126,424,747,899,1903,.472,204,561,.364,602,839,.718,351,1248,471,182,134,502,644
Houston,32,10.30,2.17,2476,2216,1305,776,1845,.421,195,643,.303,469,665,.705,395,1132,380,162,112,396,597,897,1926,.466,215,618,.348,467,662,.705,410,1202,412,191,122,333,608
Howard,32,-14.43,-8.33,2311,2433,1300,844,1983,.426,242,723,.335,503,739,.681,438,1250,421,180,111,446,712,750,1846,.406,144,486,.296,667,914,.730,403,1218,275,197,102,477,632
Idaho State,31,-9.83,-6.69,2297,2357,1240,832,1859,.448,247,738,.335,446,648,.688,334,1165,441,188,110,398,606,769,1767,.435,250,687,.364,509,700,.727,284,1078,380,226,90,409,587
Idaho,34,-5.19,-5.88,2372,2251,1365,747,1799,.415,270,804,.336,487,723,.674,293,1012,414,247,101,438,710,800,1812,.442,223,591,.377,549,774,.709,388,1257,428,178,88,506,735
Illinois-Chicago,30,-14.52,-0.81,2019,2348,1220,803,1878,.428,225,632,.356,515,727,.708,363,1209,489,217,155,351,660,697,1796,.388,133,440,.302,492,795,.619,406,1235,347,168,162,453,640
Illinois State,32,3.40,2.59,2149,2114,1285,734,1744,.421,206,644,.320,440,648,.679,312,1128,391,192,93,436,590,759,1835,.414,238,706,.337,393,588,.668,344,1141,402,205,115,405,622
Illinois,34,4.39,7.03,2452,2542,1395,930,2013,.462,298,773,.386,384,534,.719,320,1262,503,169,124,458,613,861,1993,.432,277,764,.363,453,607,.746,258,1075,462,199,65,357,585
Incarnate Word,29,-9.20,-6.20,2145,2140,1165,769,1680,.458,208,574,.362,394,603,.653,290,1069,419,184,115,390,597,718,1653,.434,234,622,.376,475,620,.766,232,974,428,200,75,368,538
Indiana State,32,0.04,2.20,2170,2222,1295,745,1792,.416,192,594,.323,540,779,.693,296,1195,351,195,106,402,659,715,1822,.392,210,692,.303,530,765,.693,343,1213,340,184,86,423,688
Indiana NCAA,35,19.59,6.90,2891,2447,1405,905,2037,.444,218,636,.343,419,615,.681,356,1060,423,215,106,458,668,1021,2034,.502,345,831,.415,504,688,.733,414,1288,560,239,137,474,647
Iona NCAA,33,3.59,-1.78,2628,2451,1325,844,1993,.423,257,718,.358,506,724,.699,390,1234,451,193,97,460,606,919,2011,.457,327,884,.370,463,651,.711,348,1218,551,248,135,422,642
Iowa State NCAA,35,16.93,10.16,2862,2625,1415,986,2250,.438,268,800,.335,385,560,.688,401,1261,499,194,100,425,553,1087,2159,.503,293,758,.387,395,563,.702,304,1244,577,218,142,398,542
Iowa NCAA,33,17.01,8.71,2561,2287,1330,850,2021,.421,242,772,.313,345,505,.683,390,1229,454,176,99,431,643,906,2027,.447,269,719,.374,480,669,.717,392,1257,523,223,156,339,538
Fort Wayne,34,0.00,-1.66,2701,2585,1370,941,2046,.460,280,725,.386,423,616,.687,312,1163,442,197,103,386,663,932,2017,.462,354,863,.410,483,671,.720,342,1230,512,190,112,417,588
