School,G,SRS,SOS,Tm.,Opp.,MP,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Bethune-Cookman,31,-11.98,-9.74,2290,2245,1250,786,1901,.413,205,679,.302,468,687,.681,372,1170,439,221,126,477,597,833,1899,.439,204,635,.321,420,689,.610,415,1274,444,234,108,501,610
Binghamton,33,-13.92,-4.69,2152,2376,1320,877,1977,.444,299,772,.387,323,487,.663,368,1264,540,226,95,380,510,793,1842,.431,275,788,.349,291,452,.644,244,1060,324,183,152,409,474
Boise State,33,3.61,1.08,2364,2263,1330,795,1768,.450,243,713,.341,430,580,.741,247,1025,412,160,90,412,557,845,1801,.469,252,715,.352,422,584,.723,242,1016,398,200,68,379,570
Boston College,31,5.83,7.76,2196,2256,1260,797,1900,.419,246,770,.319,416,559,.744,371,1198,432,181,96,359,555,768,1808,.425,218,687,.317,442,633,.698,331,1139,382,159,103,378,509
Boston University,33,-6.61,-5.39,2385,2387,1325,858,1821,.471,248,723,.343,423,579,.731,256,1028,450,199,106,412,539,922,1922,.480,221,639,.346,320,468,.684,311,1091,447,199,73,425,578
Bowling Green State,34,4.24,0.86,2668,2496,1370,879,2064,.426,307,898,.342,431,621,.694,309,1215,413,222,99,443,678,945,2134,.443,272,762,.357,506,755,.670,408,1396,427,227,90,412,596
Bradley,35,-0.08,-0.90,2329,2285,1405,779,1892,.412,246,753,.327,481,664,.724,313,1163,415,196,90,433,648,812,1874,.433,240,653,.368,465,672,.692,313,1195,423,186,132,440,617
Brigham Young,32,6.15,3.31,2527,2436,1295,841,1912,.440,256,699,.366,498,677,.736,313,1163,430,183,86,411,658,878,1878,.468,226,684,.330,545,750,.727,263,1118,482,203,107,354,625
Brown,32,-0.62,-3.29,2355,2204,1290,788,1891,.417,234,774,.302,394,572,.689,308,1159,391,213,100,485,657,805,1818,.443,255,745,.342,490,685,.715,261,1157,418,241,123,458,600
Bryant,30,-15.19,-7.66,2088,2314,1200,809,1704,.475,252,650,.388,444,604,.735,297,1081,443,176,116,386,569,709,1680,.422,230,708,.325,440,618,.712,285,969,319,158,79,383,575
Bucknell,33,0.59,-2.93,2534,2418,1325,867,1995,.435,230,691,.333,454,647,.702,328,1163,432,225,96,393,611,867,1928,.450,311,885,.351,489,653,.749,286,1154,519,173,116,409,627
Buffalo,36,15.56,2.62,3037,2550,1445,916,2180,.420,236,791,.298,482,687,.702,363,1333,372,192,112,553,704,1083,2344,.462,344,1022,.337,527,767,.687,452,1470,599,263,140,433,659
Butler,33,9.22,8.10,2374,2337,1330,815,1784,.457,251,703,.357,456,648,.704,291,1132,405,175,118,423,529,861,1934,.445,292,827,.353,360,488,.738,288,1058,434,193,62,359,593
Cal Poly,29,-13.95,-3.54,1930,2183,1185,770,1671,.461,204,555,.368,439,625,.702,304,1107,417,155,102,314,492,706,1715,.412,225,687,.328,293,452,.648,284,975,301,147,99,334,544
Cal State Bakersfield,34,-5.12,-2.63,2412,2412,1375,749,1719,.436,261,714,.366,653,889,.735,302,1116,421,174,96,472,621,887,2092,.424,221,683,.324,417,620,.673,486,1272,379,218,105,439,747
Cal State Fullerton,34,-3.29,-1.14,2437,2414,1385,864,2029,.426,213,676,.315,473,691,.685,328,1211,419,186,87,412,648,868,1911,.454,187,589,.317,514,726,.708,277,1224,407,200,118,450,639
Cal State Northridge,34,-6.54,-3.39,2601,2701,1375,951,2128,.447,292,762,.383,507,685,.740,404,1322,497,203,106,424,630,968,2103,.460,234,648,.361,431,676,.638,352,1214,512,225,154,410,641
California Baptist,31,-3.89,-4.12,2403,2241,1260,774,1830,.423,210,617,.340,483,677,.713,297,1077,346,175,74,353,559,831,1859,.447,287,800,.359,454,576,.788,306,1171,345,148,85,379,623
UC-Davis,31,-6.26,-1.50,2038,2128,1260,746,1635,.456,210,616,.341,426,622,.685,272,1069,390,198,99,453,570,735,1673,.439,203,619,.328,365,515,.709,218,929,375,196,71,412,596
UC-Irvine,37,5.70,-2.30,2675,2353,1500,809,2118,.382,241,715,.337,494,698,.708,379,1211,355,194,103,419,627,987,2159,.457,252,701,.359,449,640,.702,429,1471,479,210,153,441,673
UC-Riverside,33,-11.12,-3.19,2153,2279,1325,821,1758,.467,229,640,.358,408,586,.696,254,1030,445,182,70,351,473,792,1787,.443,279,743,.376,290,424,.684,286,1051,425,164,60,425,562
UC-Santa Barbara,32,-1.62,-5.55,2350,2114,1290,765,1794,.426,198,646,.307,386,561,.688,282,993,358,140,96,356,593,825,1819,.454,204,594,.343,496,693,.716,379,1204,431,159,106,355,558
University of California,31,-3.16,5.42,2121,2387,1245,836,1708,.489,272,714,.381,443,617,.718,299,1117,462,154,100,435,548,739,1735,.426,207,592,.350,436,603,.723,249,900,338,227,99,352,574
Campbell,33,-3.62,-4.39,2495,2328,1325,807,1800,.448,264,745,.354,450,614,.733,291,1147,411,186,69,448,571,867,1906,.455,313,912,.343,448,590,.759,266,1050,482,218,104,337,522
Canisius,32,-8.79,-4.85,2250,2376,1295,835,1782,.469,239,664,.360,467,657,.711,334,1142,406,172,97,456,560,798,1834,.435,256,791,.324,398,575,.692,300,1026,466,204,108,412,627
Central Arkansas,33,-11.37,-4.81,2383,2498,1330,873,1992,.438,279,803,.347,473,675,.701,359,1251,494,205,84,437,606,810,1903,.426,276,784,.352,487,667,.730,299,1164,463,202,120,478,611
Central Connecticut State,31,-14.02,-6.71,2205,2367,1260,800,1817,.440,295,809,.365,472,666,.709,324,1103,468,211,121,409,591,754,1821,.414,201,612,.328,496,634,.782,332,1107,353,172,110,427,597
Central Florida,33,13.37,5.58,2385,2128,1325,764,1938,.394,233,744,.313,367,565,.650,371,1142,409,190,92,400,699,819,1763,.465,229,628,.365,518,798,.649,315,1215,439,189,150,393,554
Central Michigan,35,2.79,-0.34,2896,2690,1425,1010,2250,.449,236,804,.294,434,632,.687,430,1344,423,182,168,506,719,991,2177,.455,305,822,.371,609,908,.671,419,1321,467,267,107,425,593
Charleston Southern,34,-2.43,-4.19,2574,2369,1370,828,1931,.429,289,815,.355,424,598,.709,314,1226,457,232,107,558,576,926,2156,.429,324,945,.343,398,588,.677,407,1277,487,263,110,441,571
Charlotte,29,-8.34,-0.89,1776,1992,1160,688,1570,.438,236,664,.355,380,512,.742,245,956,362,201,106,340,493,598,1442,.415,191,615,.311,389,524,.742,199,892,288,138,101,418,490
Chattanooga,32,-7.87,-0.76,2268,2376,1285,864,1899,.455,240,672,.357,408,582,.701,299,1160,400,211,92,358,524,833,1881,.443,290,795,.365,312,457,.683,278,1095,418,139,79,409,553
Chicago State,32,-24.83,0.67,1970,2710,1280,964,1988,.485,331,869,.381,451,650,.694,368,1248,546,242,101,392,589,718,1752,.410,141,471,.299,393,581,.676,252,995,376,193,72,512,625
Cincinnati,35,14.53,5.50,2510,2194,1410,766,1869,.410,284,800,.355,378,570,.663,332,1088,388,133,126,476,659,872,2018,.432,232,673,.345,534,758,.704,442,1264,466,214,155,365,563
Citadel,30,-7.94,0.03,2553,2584,1210,909,1969,.462,346,933,.371,420,599,.701,344,1216,551,203,106,408,514,899,2011,.447,370,1076,.344,385,523,.736,322,1107,462,201,110,386,528
Clemson,34,13.85,8.99,2339,2174,1360,755,1856,.407,257,735,.350,407,557,.731,291,1088,336,190,99,453,581,833,1857,.449,217,661,.328,456,623,.732,309,1204,410,223,154,450,552
Cleveland State,31,-7.96,-1.52,2300,2437,1250,864,1937,.446,251,772,.325,458,630,.727,377,1210,474,213,103,381,590,799,1834,.436,303,820,.370,399,585,.682,303,1093,460,174,97,412,551
Coastal Carolina,34,-0.50,-1.94,2641,2520,1370,839,1932,.434,281,871,.323,561,788,.712,329,1125,449,220,112,448,649,899,1986,.453,284,766,.371,559,778,.719,376,1256,451,214,78,472,691
Colgate,35,1.23,-3.83,2648,2458,1415,884,2033,.435,277,824,.336,413,580,.712,327,1112,454,250,112,422,581,955,1995,.479,320,815,.393,418,563,.742,322,1240,541,213,121,456,547
College of Charleston,33,2.36,-2.95,2453,2265,1330,822,1837,.447,263,791,.332,358,487,.735,278,1043,424,171,94,421,547,878,1818,.483,227,667,.340,470,615,.764,260,1060,387,216,76,347,486
Colorado State,32,-0.11,1.41,2393,2406,1285,864,1897,.455,278,783,.355,400,557,.718,298,1088,459,186,72,355,559,866,1818,.476,259,722,.359,402,579,.694,256,1080,472,199,76,372,522
Colorado,36,9.68,3.60,2648,2429,1445,878,2069,.424,247,776,.318,426,643,.663,306,1126,378,253,120,436,713,924,2036,.454,230,711,.323,570,757,.753,363,1352,478,181,107,479,616
Columbia,28,-5.18,-2.14,2059,2052,1160,696,1587,.439,231,649,.356,429,606,.708,256,996,335,175,89,395,434,778,1720,.452,237,655,.362,266,377,.706,255,985,443,218,78,366,539
Connecticut,33,6.81,4.32,2436,2354,1325,809,1841,.439,208,620,.335,528,721,.732,339,1137,428,205,107,464,607,874,1959,.446,252,732,.344,436,641,.680,380,1167,422,200,145,427,643
Coppin State,33,-18.90,-7.11,2118,2507,1330,868,2024,.429,297,812,.366,474,680,.697,358,1276,480,246,84,400,611,710,1827,.389,240,841,.285,458,689,.665,314,1218,326,169,115,555,620
Cornell,31,-6.12,-2.02,2149,2211,1260,825,1880,.439,209,638,.328,352,502,.701,310,1160,357,194,111,388,532,754,1705,.442,243,731,.332,398,551,.722,191,1015,453,181,107,414,492
Creighton,35,12.00,8.59,2727,2561,1420,943,2063,.457,291,822,.354,384,563,.682,318,1188,489,223,117,478,612,980,2044,.479,372,961,.387,395,582,.679,288,1196,561,237,92,464,580
Dartmouth,30,-5.75,-3.00,2160,2116,1210,800,1739,.460,194,589,.329,322,456,.706,238,1005,363,188,93,342,456,791,1750,.452,264,721,.366,314,436,.720,246,1020,426,158,100,361,468
Davidson,34,6.38,1.96,2409,2229,1365,778,1905,.408,275,835,.329,398,561,.709,297,1142,426,174,75,379,564,852,1893,.450,312,882,.354,393,525,.749,264,1185,499,175,82,378,539
Dayton,33,9.67,2.91,2406,2183,1335,803,1941,.414,252,786,.321,325,461,.705,328,1056,415,176,95,370,537,902,1789,.504,205,617,.332,397,575,.690,261,1145,541,164,81,414,463
Delaware State,31,-26.82,-10.13,1956,2371,1240,818,1817,.450,244,713,.342,491,685,.717,339,1306,476,213,128,446,501,695,1963,.354,234,789,.297,332,489,.679,378,1144,333,214,66,435,589
Delaware,33,-7.91,-4.82,2352,2380,1360,859,1937,.443,271,735,.369,391,537,.728,321,1137,437,178,94,330,553,830,1808,.459,282,746,.378,410,564,.727,254,1083,425,149,78,378,523
Denver,30,-11.84,-2.97,2086,2319,1205,822,1748,.470,318,760,.418,357,493,.724,228,982,428,177,79,332,487,755,1723,.438,227,622,.365,349,460,.759,275,1041,354,142,78,408,506
DePaul,36,6.00,4.05,2821,2751,1450,963,2132,.452,344,922,.373,481,659,.730,310,1160,503,244,110,459,692,1009,2143,.471,241,703,.343,562,773,.727,396,1347,513,227,117,488,630
Detroit Mercy,31,-6.33,-0.36,2279,2464,1240,879,1857,.473,263,761,.346,443,608,.729,381,1211,596,175,106,432,546,784,1874,.418,294,825,.356,417,581,.718,336,1019,319,238,77,355,528
Drake,34,2.52,-0.66,2563,2387,1385,872,2042,.427,225,743,.303,418,600,.697,320,1160,369,245,105,408,586,908,1943,.467,279,773,.361,468,618,.757,279,1214,518,180,130,449,568
Drexel,32,-7.02,-2.93,2425,2475,1280,921,1909,.482,244,652,.374,389,576,.675,280,1043,435,195,116,334,530,874,1900,.460,237,669,.354,440,584,.753,312,1126,464,144,62,377,542
Duke,38,26.90,11.98,3143,2576,1525,960,2415,.398,253,844,.300,403,579,.696,441,1348,479,243,121,540,659,1157,2418,.478,278,903,.308,551,803,.686,495,1567,606,346,257,488,595
Duquesne,32,0.53,-0.63,2351,2314,1295,839,1903,.441,223,659,.338,413,607,.680,401,1219,465,219,118,491,585,810,1894,.428,271,841,.322,460,663,.694,379,1133,442,250,151,451,580
East Carolina,31,-5.49,1.31,2088,2299,1255,787,1753,.449,214,651,.329,511,732,.698,332,1152,427,207,121,427,549,749,1791,.418,155,545,.284,435,638,.682,317,1061,382,224,110,416,622
East Tennessee State,34,5.21,-1.79,2707,2371,1375,836,1921,.435,296,781,.379,403,584,.690,276,1006,433,229,116,494,592,1004,2067,.486,274,758,.361,425,634,.670,442,1351,534,252,135,483,603
Eastern Illinois,32,-11.81,-5.01,2299,2457,1310,858,1896,.453,296,770,.384,445,631,.705,348,1186,486,221,105,423,538,826,1912,.432,272,735,.370,375,545,.688,347,1147,434,200,120,427,569
Eastern Kentucky,31,-7.40,-2.47,2562,2577,1265,898,1931,.465,230,669,.344,551,767,.718,341,1288,466,210,116,568,602,902,2125,.424,272,832,.327,486,683,.712,362,1167,458,317,101,447,661
Eastern Michigan,32,0.40,4.43,2203,2213,1295,787,1832,.430,265,777,.341,374,549,.681,383,1108,534,216,98,446,570,818,1823,.449,187,634,.295,380,604,.629,400,1155,369,237,143,442,529
Eastern Washington,34,-6.77,-4.17,2460,2527,1380,877,1940,.452,291,766,.380,482,672,.717,272,1199,452,203,102,408,572,876,2040,.429,310,886,.350,398,546,.729,299,1192,467,200,101,401,632
Elon,32,-11.53,-3.56,2266,2445,1290,876,1934,.453,286,770,.371,407,557,.731,311,1171,454,219,64,342,510,812,1862,.436,335,943,.355,307,443,.693,265,1082,468,135,62,413,539
Evansville,32,-3.84,0.13,2234,2317,1295,824,1868,.441,211,608,.347,458,673,.681,296,1219,374,179,93,400,604,747,1776,.421,264,776,.340,476,660,.721,215,1095,394,185,89,416,602
Fairfield,31,-10.20,-7.14,2072,2167,1240,748,1625,.460,212,579,.366,459,652,.704,279,1065,385,201,109,451,494,761,1755,.434,259,740,.350,291,420,.693,273,968,401,202,63,436,612
Fairleigh Dickinson,35,-6.09,-7.24,2620,2515,1420,908,2041,.445,277,789,.351,422,608,.694,389,1186,473,218,116,508,632,921,1939,.475,269,672,.400,509,702,.725,323,1155,486,261,132,477,578
Florida A&M,31,-13.57,-8.09,1927,2057,1245,704,1645,.428,185,612,.302,464,661,.702,333,1079,353,212,88,459,524,719,1640,.438,180,489,.368,309,503,.614,288,991,355,226,111,499,580
Florida Atlantic,33,-1.42,-1.76,2322,2243,1335,795,1933,.411,250,794,.315,403,586,.688,314,1177,395,248,77,442,555,809,1971,.410,290,895,.324,414,551,.751,366,1296,419,184,93,485,575
Florida Gulf Coast,32,-5.11,-1.48,2280,2360,1280,852,1928,.442,288,785,.367,368,525,.701,346,1138,485,225,103,445,542,809,1787,.453,269,724,.372,393,588,.668,272,1064,449,219,133,479,514
Florida International,34,-4.55,-1.45,2798,2734,1360,980,2147,.456,266,785,.339,508,726,.700,420,1465,502,239,147,667,700,986,2239,.440,279,923,.302,547,855,.640,367,1217,491,359,153,477,655
Florida State,37,17.99,10.26,2771,2485,1500,842,2067,.407,269,803,.335,532,737,.722,348,1223,369,203,113,529,682,960,2171,.442,272,819,.332,579,778,.744,418,1391,475,266,161,492,705
Florida,36,15.42,11.22,2440,2289,1455,806,1916,.421,231,730,.316,446,644,.693,390,1242,389,221,104,527,615,857,2015,.425,291,872,.334,435,603,.721,375,1201,437,257,131,420,614
Fordham,32,-5.02,-2.40,2108,2141,1295,746,1725,.432,207,633,.327,442,634,.697,295,1194,461,179,91,419,481,759,1890,.402,276,831,.332,314,462,.680,305,1082,360,188,108,345,559
Fresno State,32,8.99,0.67,2448,2162,1285,750,1788,.419,225,735,.306,437,617,.708,287,1092,389,181,103,438,576,847,1866,.454,342,897,.381,412,572,.720,300,1137,457,228,111,400,592
Furman,33,7.46,-1.50,2562,2182,1340,818,1951,.419,237,749,.316,309,455,.679,352,1132,381,235,110,474,529,930,1962,.474,338,935,.361,364,508,.717,326,1171,524,288,137,407,481
Gardner-Webb,35,-2.61,-4.43,2718,2468,1430,871,2101,.415,310,951,.326,416,579,.718,393,1229,470,206,102,468,600,955,1962,.487,281,719,.391,527,741,.711,271,1190,502,238,101,407,561
George Mason,33,0.84,0.08,2314,2289,1330,832,1894,.439,237,740,.320,388,580,.669,313,1107,414,225,131,413,575,825,1855,.445,210,637,.330,454,634,.716,323,1166,399,204,97,428,563
George Washington,33,-6.65,1.20,2097,2356,1340,849,1925,.441,275,773,.356,383,582,.658,334,1236,464,223,110,387,566,745,1842,.404,196,631,.311,411,600,.685,274,1116,375,170,96,413,526
Georgetown,33,6.80,5.31,2625,2576,1355,913,2111,.432,291,858,.339,459,640,.717,333,1198,494,252,115,404,641,894,2017,.443,269,757,.355,568,771,.737,350,1299,542,198,131,443,581
Georgia Southern,33,3.75,0.13,2726,2489,1330,899,2033,.442,256,782,.327,435,615,.707,347,1152,435,187,105,521,648,1012,2028,.499,204,632,.323,498,720,.692,320,1190,403,255,132,451,590
Georgia State,34,2.44,0.65,2598,2491,1360,872,2051,.425,304,926,.328,443,631,.702,428,1336,512,169,108,512,595,903,1968,.459,330,859,.384,462,694,.666,273,1110,415,269,158,391,583
Georgia Tech,32,6.93,8.15,2091,2130,1285,740,1848,.400,207,697,.297,443,643,.689,376,1154,452,225,108,410,555,755,1714,.440,176,573,.307,405,588,.689,262,1074,433,221,166,459,560
Georgia,32,5.31,8.12,2274,2364,1280,853,2004,.426,238,717,.332,420,600,.700,385,1119,386,240,100,349,602,776,1761,.441,210,653,.322,512,726,.705,357,1215,423,185,163,506,565
Gonzaga,37,27.79,5.01,3243,2400,1480,877,2256,.389,239,787,.304,407,584,.697,382,1194,363,201,84,501,685,1177,2239,.526,287,790,.363,602,791,.761,354,1443,668,278,204,394,603
Grambling,34,-9.73,-9.34,2426,2336,1370,782,2003,.390,216,723,.299,556,820,.678,384,1245,405,236,111,441,652,834,1846,.452,223,553,.403,535,781,.685,307,1287,420,193,147,536,699
Grand Canyon,34,3.85,-1.49,2560,2353,1370,848,1945,.436,240,690,.348,417,584,.714,301,1152,368,185,101,465,658,907,2006,.452,257,777,.331,487,666,.731,350,1238,478,207,75,411,598
Green Bay,38,-2.24,-0.36,3090,3036,1535,1082,2432,.445,325,969,.335,547,773,.708,433,1511,528,268,112,574,725,1106,2413,.458,303,879,.345,575,818,.703,376,1406,578,291,154,500,730
Hampton,35,-3.34,-5.06,2847,2669,1430,927,2180,.425,286,865,.331,529,741,.714,357,1333,486,169,125,436,669,966,2236,.432,291,844,.345,622,790,.787,363,1370,487,215,121,379,649
Hartford,33,-3.95,-4.89,2477,2407,1345,865,1911,.453,258,763,.338,419,577,.726,343,1161,436,195,115,449,590,848,1862,.455,322,846,.381,459,619,.742,278,1050,462,228,69,401,556
Harvard,31,1.86,0.66,2222,2174,1265,763,1756,.435,228,669,.341,420,593,.708,256,979,375,233,84,381,540,787,1711,.460,260,722,.360,388,538,.721,288,1119,369,174,123,491,554
Hawaii,31,-1.30,-3.61,2241,2131,1250,774,1727,.448,203,597,.340,380,562,.676,250,1009,352,177,71,371,580,788,1746,.451,266,751,.354,399,576,.693,278,1054,478,156,66,368,556
High Point,31,-5.63,-4.39,2115,2105,1255,740,1753,.422,271,824,.329,354,506,.700,272,969,387,175,120,338,522,763,1719,.444,180,583,.309,409,605,.676,363,1183,404,170,91,406,502
Hofstra,35,4.68,-4.53,2919,2553,1440,955,2113,.452,271,782,.347,372,532,.699,356,1154,512,162,91,450,671,998,2055,.486,308,800,.385,615,767,.802,305,1170,492,228,122,342,526
Holy Cross,33,-6.43,-4.01,2216,2296,1335,825,1805,.457,292,783,.373,354,484,.731,338,1190,465,188,92,479,473,848,1834,.462,237,670,.354,283,424,.667,220,916,513,241,127,350,482
Houston Baptist,30,-9.36,-5.53,2465,2484,1225,887,1805,.491,248,618,.401,462,625,.739,287,1046,473,223,120,474,665,865,1896,.456,200,588,.340,535,793,.675,409,1142,449,234,54,442,593
Houston,37,18.91,4.61,2787,2258,1480,749,2035,.368,233,836,.279,527,759,.694,360,1236,374,195,81,452,639,982,2203,.446,333,939,.355,490,697,.703,448,1502,548,240,161,410,705
Howard,34,-12.30,-9.52,2684,2661,1370,911,2093,.435,278,800,.348,561,777,.722,412,1351,488,194,92,510,685,937,2163,.433,244,669,.365,566,780,.726,396,1253,463,198,144,427,652
Idaho State,30,-13.17,-4.81,2198,2369,1200,854,1787,.478,264,673,.392,397,536,.741,281,1032,454,155,78,311,483,779,1742,.447,274,752,.364,366,498,.735,275,975,383,154,88,360,497
Idaho,32,-18.74,-6.19,2174,2460,1285,875,1940,.451,280,841,.333,430,613,.701,351,1161,507,204,89,304,522,778,1764,.441,251,678,.370,367,507,.724,258,1061,399,130,53,433,582
Illinois-Chicago,32,-3.15,-1.99,2391,2385,1295,790,1887,.419,243,713,.341,562,781,.720,359,1181,427,207,94,414,548,865,1883,.459,303,856,.354,358,525,.682,271,1106,478,210,124,457,684
Illinois State,33,-2.06,0.25,2257,2314,1330,815,1848,.441,255,753,.339,429,604,.710,288,1160,457,195,85,407,518,813,1887,.431,244,734,.332,387,540,.717,298,1139,421,162,106,417,577
Illinois,33,8.95,11.53,2398,2483,1335,849,1833,.463,214,649,.330,571,777,.735,345,1203,452,193,121,516,612,862,2001,.431,259,751,.345,415,591,.702,351,1091,446,245,86,435,700
Incarnate Word,31,-18.93,-5.11,2044,2355,1255,828,1682,.492,241,667,.361,458,621,.738,303,965,441,239,89,417,543,711,1527,.466,174,508,.343,448,553,.810,204,845,354,184,53,504,592
Indiana State,31,-2.72,0.62,2146,2218,1250,770,1709,.451,218,640,.341,460,635,.724,273,1072,405,182,102,422,573,757,1719,.440,178,491,.363,454,621,.731,250,1007,342,207,73,402,586
Indiana,35,13.82,10.10,2504,2374,1420,862,2057,.419,260,785,.331,390,601,.649,363,1234,471,204,135,439,643,919,2009,.457,211,676,.312,455,695,.655,341,1272,469,226,154,433,596
Iona,33,-4.78,-5.50,2532,2508,1320,900,2021,.445,314,857,.366,394,576,.684,369,1249,499,178,118,437,617,857,1897,.452,297,845,.351,521,699,.745,283,1152,432,223,90,406,564
Iowa State,35,18.07,9.30,2692,2385,1400,877,2097,.418,276,822,.336,355,495,.717,388,1213,438,183,92,440,569,974,2047,.476,294,811,.363,450,615,.732,327,1230,527,247,160,379,517
Iowa,35,14.27,9.84,2740,2585,1415,943,2104,.448,281,866,.324,418,606,.690,363,1218,545,230,97,457,721,914,2006,.456,285,782,.364,627,849,.739,357,1246,542,211,112,427,565
Purdue-Fort Wayne,33,-3.47,-3.60,2728,2556,1330,951,2093,.454,300,811,.370,354,501,.707,334,1191,441,185,94,439,507,991,2059,.481,360,949,.379,386,557,.693,271,1140,525,247,158,395,495
